"familia","sector","estado","canton","provincia","id_fact_oec","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4196.0,1.0,2.0,5.0,2.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4198.0,1.0,6.0,3.0,7.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4200.0,1.0,57.0,15.0,1.0,2019.0,57.0,57.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4202.0,1.0,5.0,8.0,3.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4204.0,1.0,3.0,26.0,11.0,2018.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4209.0,1.0,4.0,17.0,7.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",4210.0,3.0,3.0,4.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4215.0,2.0,18.0,19.0,12.0,2019.0,17.0,8.11111111111111
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4217.0,1.0,6.0,28.0,5.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4218.0,1.0,28.0,15.0,8.0,2019.0,28.0,28.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4220.0,1.0,7.0,8.0,5.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4223.0,1.0,3.0,15.0,4.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4224.0,1.0,3.0,14.0,10.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4225.0,1.0,1.0,5.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4227.0,1.0,4.0,4.0,7.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",4237.0,3.0,19.0,4.0,12.0,2020.0,2.0,5.828451882845188
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4248.0,1.0,3.0,29.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4250.0,1.0,11.0,9.0,5.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4256.0,1.0,3.0,21.0,12.0,2018.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4259.0,1.0,1.0,30.0,9.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4263.0,1.0,14.0,12.0,11.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4269.0,1.0,5.0,6.0,8.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4270.0,1.0,4.0,27.0,6.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4274.0,1.0,51.0,26.0,2.0,2019.0,51.0,51.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4275.0,1.0,1.0,26.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4281.0,1.0,3.0,30.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4284.0,1.0,33.0,12.0,4.0,2019.0,33.0,33.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4286.0,1.0,1.0,23.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4289.0,1.0,1.0,6.0,3.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4290.0,1.0,9.0,22.0,2.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4291.0,1.0,3.0,10.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4298.0,2.0,20.0,4.0,12.0,2019.0,7.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4299.0,2.0,20.0,4.0,12.0,2019.0,13.0,15.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4300.0,1.0,2.0,7.0,1.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4301.0,1.0,1.0,19.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4303.0,1.0,2.0,17.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4304.0,1.0,2.0,24.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4307.0,1.0,2.0,24.0,1.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4308.0,1.0,30.0,22.0,6.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4313.0,1.0,9.0,18.0,5.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4314.0,1.0,1.0,29.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4315.0,1.0,23.0,14.0,4.0,2019.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4317.0,1.0,4.0,1.0,12.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4318.0,1.0,20.0,20.0,7.0,2019.0,20.0,20.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4323.0,1.0,2.0,21.0,3.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4324.0,1.0,1.0,22.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4325.0,1.0,3.0,23.0,5.0,2022.0,3.0,3.0
"actividades tipo servicios","enseñanza","habilitado","cuenca","azuay",4327.0,2.0,10.0,3.0,5.0,2022.0,1.0,5.761627906976744
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4328.0,1.0,2.0,27.0,5.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4329.0,1.0,5.0,9.0,2.0,2022.0,5.0,5.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4331.0,1.0,1.0,15.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4332.0,2.0,15.0,23.0,12.0,2020.0,8.0,8.11111111111111
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4334.0,1.0,4.0,29.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4340.0,1.0,1.0,11.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4342.0,3.0,20.0,21.0,2.0,2022.0,1.0,5.828451882845188
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",4344.0,3.0,20.0,21.0,2.0,2022.0,2.0,5.828451882845188
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4349.0,1.0,1.0,1.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4353.0,1.0,4.0,7.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4355.0,2.0,5.0,10.0,1.0,2021.0,4.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4356.0,2.0,5.0,10.0,1.0,2021.0,1.0,2.6473684210526316
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4357.0,1.0,1.0,11.0,2.0,2022.0,1.0,1.0
"actividades de salud","actividades de atención de la salud humana","habilitado","cuenca","azuay",4362.0,1.0,1.0,18.0,7.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4364.0,1.0,1.0,24.0,6.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4365.0,1.0,2.0,25.0,1.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4366.0,1.0,3.0,25.0,3.0,2022.0,3.0,3.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4367.0,2.0,3.0,31.0,1.0,2021.0,2.0,1.4796380090497738
"turismo y alimentación","elaboración de productos alimenticios","habilitado","cuenca","azuay",4370.0,1.0,1.0,20.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4373.0,1.0,1.0,17.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",4374.0,1.0,1.0,5.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4380.0,1.0,1.0,7.0,12.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4383.0,1.0,4.0,22.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4384.0,1.0,3.0,24.0,1.0,2022.0,3.0,3.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","cuenca","azuay",4388.0,2.0,28.0,22.0,2.0,2021.0,17.0,17.742424242424242
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4391.0,1.0,1.0,4.0,6.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4394.0,1.0,1.0,20.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4396.0,2.0,2.0,30.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4397.0,2.0,27.0,27.0,1.0,2022.0,26.0,17.742424242424242
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4400.0,1.0,11.0,28.0,1.0,2022.0,11.0,11.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4401.0,2.0,2.0,5.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4407.0,1.0,5.0,23.0,1.0,2022.0,5.0,5.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4408.0,1.0,1.0,21.0,12.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","cuenca","azuay",4410.0,1.0,1.0,12.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4411.0,1.0,6.0,13.0,3.0,2022.0,6.0,6.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4414.0,1.0,1.0,13.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4418.0,1.0,2.0,27.0,3.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4423.0,2.0,8.0,9.0,1.0,2021.0,1.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4425.0,2.0,8.0,13.0,12.0,2020.0,3.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4428.0,2.0,3.0,29.0,1.0,2022.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4430.0,2.0,9.0,31.0,12.0,2020.0,6.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","cuenca","azuay",4436.0,1.0,1.0,19.0,12.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","cuenca","azuay",4438.0,1.0,1.0,23.0,2.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4439.0,1.0,8.0,19.0,12.0,2020.0,8.0,8.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cuenca","azuay",4440.0,1.0,1.0,10.0,3.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4442.0,2.0,3.0,9.0,7.0,2021.0,2.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4443.0,1.0,1.0,8.0,1.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",4444.0,1.0,3.0,19.0,6.0,2022.0,3.0,3.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4448.0,1.0,8.0,6.0,2.0,2022.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4449.0,1.0,3.0,7.0,6.0,2022.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4450.0,1.0,19.0,4.0,2.0,2020.0,19.0,19.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4452.0,1.0,4.0,27.0,5.0,2022.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4454.0,1.0,2.0,20.0,7.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4455.0,1.0,6.0,3.0,2.0,2022.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4456.0,2.0,8.0,16.0,3.0,2022.0,1.0,3.9054726368159205
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4459.0,2.0,9.0,5.0,3.0,2021.0,8.0,3.9054726368159205
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4460.0,1.0,31.0,2.0,1.0,2020.0,31.0,31.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4463.0,4.0,24.0,26.0,12.0,2019.0,2.0,5.828451882845188
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4465.0,4.0,24.0,26.0,12.0,2019.0,14.0,5.828451882845188
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4468.0,2.0,3.0,2.0,3.0,2022.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4471.0,1.0,1.0,7.0,9.0,2020.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4473.0,3.0,15.0,23.0,3.0,2022.0,1.0,5.828451882845188
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4476.0,1.0,13.0,26.0,8.0,2021.0,13.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4477.0,1.0,11.0,27.0,12.0,2021.0,11.0,11.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4478.0,1.0,1.0,28.0,10.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4484.0,4.0,12.0,4.0,8.0,2021.0,4.0,2.3189655172413794
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4485.0,4.0,12.0,4.0,8.0,2021.0,4.0,2.3189655172413794
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4486.0,1.0,2.0,5.0,3.0,2020.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4488.0,1.0,18.0,6.0,2.0,2020.0,18.0,18.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4489.0,1.0,1.0,6.0,3.0,2020.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",4494.0,2.0,11.0,8.0,9.0,2021.0,5.0,5.761627906976744
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4499.0,1.0,4.0,13.0,1.0,2020.0,4.0,4.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4501.0,1.0,3.0,13.0,10.0,2020.0,3.0,3.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4502.0,1.0,2.0,14.0,1.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4509.0,3.0,10.0,20.0,7.0,2020.0,2.0,3.533333333333333
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4511.0,1.0,1.0,21.0,7.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4513.0,1.0,5.0,25.0,1.0,2022.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4515.0,1.0,1.0,31.0,8.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4517.0,1.0,1.0,22.0,6.0,2022.0,1.0,1.0
"actividades tipo servicios","fabricación de muebles","habilitado","quito","pichincha",4519.0,2.0,2.0,1.0,7.0,2022.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4522.0,2.0,51.0,21.0,4.0,2022.0,27.0,32.473684210526315
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",4525.0,3.0,7.0,29.0,6.0,2022.0,1.0,1.8222748815165877
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4529.0,1.0,9.0,15.0,12.0,2021.0,9.0,9.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4534.0,4.0,20.0,9.0,6.0,2021.0,11.0,5.828451882845188
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",4535.0,4.0,20.0,9.0,6.0,2021.0,6.0,5.828451882845188
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",4536.0,4.0,20.0,9.0,6.0,2021.0,2.0,5.828451882845188
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4538.0,1.0,19.0,15.0,7.0,2020.0,19.0,19.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4542.0,2.0,2.0,8.0,2.0,2022.0,1.0,1.0
"actividades de salud","actividades de atención de la salud humana","habilitado","quito","pichincha",4544.0,1.0,7.0,14.0,1.0,2022.0,7.0,7.0
"agricultura y plantaciones","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","quito","pichincha",4545.0,1.0,1.0,26.0,1.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4546.0,1.0,3.0,27.0,10.0,2020.0,3.0,3.0
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",4547.0,2.0,7.0,15.0,9.0,2021.0,5.0,3.9054726368159205
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",4548.0,2.0,7.0,15.0,9.0,2021.0,2.0,3.9054726368159205
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","quito","pichincha",4555.0,1.0,5.0,19.0,8.0,2019.0,5.0,5.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4558.0,2.0,19.0,27.0,1.0,2022.0,4.0,14.222222222222221
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4565.0,1.0,1.0,31.0,1.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4566.0,1.0,1.0,13.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4567.0,3.0,4.0,18.0,12.0,2019.0,2.0,1.3373493975903614
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",4571.0,1.0,1.0,24.0,10.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4575.0,3.0,11.0,11.0,9.0,2021.0,2.0,3.533333333333333
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4576.0,1.0,3.0,11.0,11.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",4582.0,2.0,2.0,28.0,12.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4584.0,1.0,3.0,16.0,7.0,2020.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4585.0,1.0,1.0,13.0,12.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4586.0,1.0,2.0,22.0,7.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4589.0,1.0,1.0,19.0,9.0,2019.0,1.0,1.0
"construcción","actividades especializadas de la construcción","habilitado","quito","pichincha",4590.0,1.0,1.0,26.0,3.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4592.0,2.0,19.0,19.0,12.0,2019.0,9.0,15.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4593.0,2.0,19.0,19.0,12.0,2019.0,10.0,15.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4596.0,2.0,10.0,26.0,12.0,2021.0,8.0,5.761627906976744
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4598.0,1.0,5.0,4.0,6.0,2019.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4599.0,1.0,3.0,18.0,2.0,2020.0,3.0,3.0
"comercialización y venta de productos","comercio al por menor, excepto el de vehículos automotores y motocicletas","habilitado","quito","pichincha",4602.0,3.0,9.0,27.0,8.0,2019.0,1.0,1.8222748815165877
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4603.0,2.0,10.0,3.0,10.0,2019.0,8.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4607.0,2.0,3.0,26.0,9.0,2021.0,2.0,1.4796380090497738
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4611.0,1.0,7.0,7.0,7.0,2020.0,7.0,7.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4612.0,1.0,1.0,6.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4614.0,1.0,1.0,21.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4615.0,1.0,1.0,22.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4616.0,3.0,3.0,27.0,4.0,2022.0,1.0,1.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4617.0,1.0,2.0,17.0,2.0,2021.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4620.0,1.0,7.0,7.0,7.0,2021.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4623.0,1.0,1.0,29.0,11.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4624.0,1.0,2.0,25.0,11.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4630.0,2.0,3.0,15.0,4.0,2021.0,1.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4634.0,2.0,14.0,16.0,12.0,2020.0,13.0,5.761627906976744
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4635.0,1.0,4.0,24.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4640.0,1.0,1.0,8.0,2.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4644.0,2.0,8.0,11.0,2.0,2021.0,1.0,3.9054726368159205
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4649.0,2.0,8.0,14.0,2.0,2022.0,7.0,3.9054726368159205
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4651.0,3.0,3.0,15.0,3.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4652.0,3.0,3.0,15.0,3.0,2021.0,1.0,1.0
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","habilitado","santo domingo","santo domingo de los tsachilas",4653.0,3.0,3.0,15.0,3.0,2021.0,1.0,1.0
