"familia","sector","estado","canton","provincia","id_fact_oec","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",439.0,1.0,5.0,6.0,12.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",441.0,1.0,1.0,7.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",445.0,1.0,7.0,1.0,6.0,2022.0,7.0,7.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",451.0,2.0,40.0,14.0,6.0,2022.0,5.0,17.742424242424242
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",454.0,2.0,55.0,22.0,2.0,2022.0,50.0,32.473684210526315
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",456.0,2.0,2.0,31.0,5.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",458.0,4.0,17.0,3.0,5.0,2022.0,10.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",461.0,1.0,4.0,3.0,6.0,2022.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",462.0,2.0,33.0,7.0,2.0,2020.0,12.0,17.742424242424242
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",463.0,2.0,33.0,7.0,2.0,2020.0,21.0,17.742424242424242
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",465.0,1.0,2.0,21.0,2.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",467.0,4.0,14.0,21.0,9.0,2021.0,4.0,2.3189655172413794
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",468.0,4.0,14.0,21.0,9.0,2021.0,4.0,2.3189655172413794
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",470.0,1.0,4.0,24.0,6.0,2022.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",477.0,2.0,2.0,6.0,8.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",479.0,3.0,19.0,8.0,3.0,2021.0,9.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",481.0,3.0,7.0,15.0,3.0,2022.0,5.0,1.8222748815165877
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",488.0,2.0,3.0,9.0,12.0,2019.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",489.0,2.0,3.0,9.0,12.0,2019.0,2.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",490.0,1.0,5.0,13.0,11.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",491.0,1.0,19.0,22.0,10.0,2019.0,19.0,19.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",497.0,2.0,12.0,26.0,12.0,2019.0,11.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",498.0,1.0,6.0,29.0,11.0,2019.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",499.0,1.0,1.0,2.0,3.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",500.0,1.0,3.0,18.0,2.0,2022.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",501.0,1.0,18.0,1.0,10.0,2019.0,18.0,18.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",502.0,1.0,1.0,10.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",507.0,1.0,9.0,21.0,12.0,2021.0,9.0,9.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",509.0,3.0,10.0,22.0,12.0,2020.0,4.0,3.533333333333333
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",516.0,2.0,24.0,30.0,12.0,2019.0,13.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",517.0,1.0,54.0,31.0,5.0,2021.0,54.0,54.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",523.0,2.0,26.0,3.0,12.0,2020.0,2.0,12.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",525.0,1.0,8.0,6.0,3.0,2020.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",526.0,2.0,5.0,7.0,4.0,2022.0,4.0,2.6473684210526316
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",528.0,1.0,17.0,7.0,10.0,2019.0,17.0,17.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",529.0,1.0,1.0,9.0,6.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",532.0,1.0,2.0,10.0,10.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",534.0,5.0,19.0,11.0,2.0,2021.0,1.0,6.75
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",537.0,1.0,4.0,12.0,12.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",539.0,1.0,7.0,13.0,7.0,2022.0,7.0,7.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",541.0,2.0,2.0,14.0,1.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",542.0,1.0,2.0,14.0,4.0,2021.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",544.0,3.0,19.0,15.0,3.0,2021.0,1.0,5.828451882845188
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",547.0,3.0,8.0,15.0,7.0,2022.0,1.0,1.8222748815165877
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",548.0,3.0,23.0,16.0,4.0,2021.0,2.0,5.828451882845188
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",549.0,3.0,22.0,16.0,8.0,2021.0,1.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",550.0,3.0,22.0,16.0,8.0,2021.0,9.0,5.828451882845188
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",552.0,1.0,1.0,17.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",554.0,1.0,1.0,18.0,7.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",560.0,1.0,1.0,20.0,7.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",563.0,3.0,20.0,23.0,4.0,2021.0,7.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",567.0,1.0,2.0,25.0,6.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",568.0,2.0,4.0,25.0,9.0,2019.0,2.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",569.0,2.0,4.0,25.0,9.0,2019.0,2.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",572.0,1.0,23.0,28.0,1.0,2021.0,23.0,23.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",574.0,2.0,5.0,28.0,7.0,2021.0,2.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",575.0,2.0,5.0,28.0,7.0,2021.0,3.0,2.6473684210526316
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",576.0,1.0,1.0,29.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",577.0,1.0,25.0,29.0,10.0,2019.0,25.0,25.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",579.0,2.0,9.0,2.0,12.0,2019.0,8.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",582.0,3.0,13.0,21.0,11.0,2019.0,8.0,3.533333333333333
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",587.0,3.0,5.0,9.0,12.0,2020.0,2.0,1.8222748815165877
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",589.0,3.0,9.0,23.0,2.0,2022.0,4.0,1.8222748815165877
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",591.0,2.0,15.0,30.0,11.0,2019.0,12.0,8.11111111111111
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",592.0,2.0,15.0,30.0,11.0,2019.0,3.0,15.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",596.0,2.0,2.0,23.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",597.0,1.0,6.0,3.0,9.0,2020.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",598.0,2.0,11.0,22.0,6.0,2022.0,1.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",601.0,1.0,6.0,19.0,11.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",602.0,1.0,13.0,29.0,11.0,2021.0,13.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",603.0,2.0,13.0,25.0,5.0,2022.0,10.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",609.0,2.0,4.0,20.0,12.0,2021.0,3.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",613.0,1.0,18.0,8.0,11.0,2021.0,18.0,18.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",614.0,1.0,2.0,21.0,9.0,2020.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",615.0,1.0,4.0,8.0,11.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",619.0,1.0,16.0,17.0,12.0,2019.0,16.0,16.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",625.0,4.0,34.0,2.0,9.0,2021.0,3.0,9.181818181818182
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",626.0,2.0,36.0,29.0,8.0,2019.0,20.0,17.742424242424242
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",630.0,1.0,1.0,5.0,2.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",632.0,1.0,4.0,21.0,10.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",633.0,1.0,5.0,15.0,7.0,2020.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",634.0,2.0,2.0,21.0,6.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",635.0,2.0,2.0,12.0,5.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",638.0,1.0,39.0,12.0,5.0,2022.0,39.0,39.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",639.0,2.0,8.0,3.0,8.0,2022.0,4.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",643.0,2.0,8.0,22.0,9.0,2021.0,1.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",644.0,2.0,8.0,22.0,9.0,2021.0,7.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",647.0,2.0,4.0,21.0,7.0,2022.0,3.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",650.0,1.0,2.0,8.0,2.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",651.0,1.0,1.0,4.0,11.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",652.0,3.0,7.0,12.0,2.0,2021.0,1.0,1.8222748815165877
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",656.0,2.0,8.0,28.0,7.0,2020.0,7.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",658.0,1.0,1.0,3.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",662.0,2.0,3.0,2.0,2.0,2021.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",665.0,1.0,5.0,14.0,12.0,2020.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",666.0,1.0,4.0,4.0,5.0,2022.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",669.0,2.0,2.0,18.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",670.0,3.0,4.0,8.0,12.0,2021.0,2.0,1.3373493975903614
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",671.0,3.0,4.0,8.0,12.0,2021.0,1.0,1.3373493975903614
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",672.0,2.0,3.0,1.0,4.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",673.0,2.0,3.0,1.0,4.0,2021.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",674.0,2.0,3.0,4.0,12.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",676.0,1.0,10.0,5.0,7.0,2021.0,10.0,10.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",677.0,4.0,12.0,9.0,11.0,2020.0,5.0,2.3189655172413794
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",680.0,1.0,21.0,28.0,6.0,2021.0,21.0,21.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",687.0,4.0,12.0,12.0,3.0,2020.0,4.0,2.3189655172413794
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",691.0,4.0,20.0,11.0,2.0,2020.0,2.0,5.828451882845188
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",695.0,1.0,1.0,15.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",701.0,1.0,8.0,21.0,12.0,2019.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",702.0,2.0,26.0,24.0,9.0,2019.0,22.0,5.9
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",703.0,2.0,26.0,24.0,9.0,2019.0,4.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",705.0,2.0,35.0,29.0,1.0,2019.0,13.0,17.742424242424242
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",712.0,2.0,6.0,16.0,1.0,2019.0,5.0,2.6473684210526316
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",714.0,2.0,9.0,10.0,2.0,2020.0,5.0,3.9054726368159205
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",715.0,1.0,1.0,6.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",716.0,1.0,3.0,27.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",717.0,1.0,10.0,4.0,4.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",722.0,1.0,33.0,17.0,10.0,2018.0,33.0,33.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",723.0,2.0,2.0,31.0,7.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",726.0,2.0,3.0,4.0,1.0,2019.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",728.0,1.0,1.0,17.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",734.0,1.0,11.0,3.0,6.0,2019.0,11.0,11.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",736.0,1.0,1.0,2.0,12.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",740.0,1.0,17.0,29.0,9.0,2021.0,17.0,17.0
