"familia","sector","estado","provincia","num_cer","total_horas","total_cursos","total_ganacias","dia","mes","anio","volumen_capacitados","prediction(volumen_capacitados)"
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,31.0,5.0,2022.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",10.0,60.0,4.0,2500.0,3.0,5.0,2022.0,17.0,18.5
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",4.0,24.0,1.0,1000.0,3.0,6.0,2022.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",12.0,72.0,2.0,3000.0,7.0,2.0,2020.0,33.0,14.5
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",21.0,126.0,2.0,5250.0,7.0,2.0,2020.0,33.0,26.325
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",2.0,12.0,1.0,500.0,21.0,2.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",4.0,24.0,4.0,1000.0,21.0,9.0,2021.0,14.0,13.868945868945868
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",4.0,24.0,4.0,1000.0,21.0,9.0,2021.0,14.0,13.868945868945868
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",4.0,24.0,1.0,1000.0,24.0,6.0,2022.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,6.0,8.0,2021.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",9.0,54.0,3.0,2250.0,8.0,3.0,2021.0,19.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",5.0,30.0,3.0,1250.0,15.0,3.0,2022.0,7.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,9.0,12.0,2019.0,3.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,2.0,500.0,9.0,12.0,2019.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",5.0,30.0,1.0,1250.0,13.0,11.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",19.0,114.0,1.0,4750.0,22.0,10.0,2019.0,19.0,19.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",11.0,66.0,2.0,2750.0,26.0,12.0,2019.0,12.0,21.666666666666668
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",6.0,36.0,1.0,1500.0,29.0,11.0,2019.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,2.0,3.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,1.0,750.0,18.0,2.0,2022.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",18.0,108.0,1.0,4500.0,1.0,10.0,2019.0,18.0,18.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,10.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",9.0,54.0,1.0,2250.0,21.0,12.0,2021.0,9.0,9.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",4.0,24.0,3.0,1000.0,22.0,12.0,2020.0,10.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",13.0,78.0,2.0,3250.0,30.0,12.0,2019.0,24.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",54.0,324.0,1.0,13500.0,31.0,5.0,2021.0,54.0,54.0
"actividades tipo servicios","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,3.0,12.0,2020.0,26.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",8.0,48.0,1.0,2000.0,6.0,3.0,2020.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",4.0,24.0,2.0,1000.0,7.0,4.0,2022.0,5.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",17.0,102.0,1.0,4250.0,7.0,10.0,2019.0,17.0,17.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,9.0,6.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,10.0,10.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,5.0,250.0,11.0,2.0,2021.0,19.0,13.868945868945868
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,1.0,1000.0,12.0,12.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",7.0,42.0,1.0,1750.0,13.0,7.0,2022.0,7.0,7.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,14.0,1.0,2020.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,1.0,500.0,14.0,4.0,2021.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",1.0,6.0,3.0,250.0,15.0,3.0,2021.0,19.0,6.506150061500615
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",1.0,6.0,3.0,250.0,15.0,7.0,2022.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,3.0,500.0,16.0,4.0,2021.0,23.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",1.0,6.0,3.0,250.0,16.0,8.0,2021.0,22.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",9.0,54.0,3.0,2250.0,16.0,8.0,2021.0,22.0,12.36500754147813
"actividades tipo servicios","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,17.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,1.0,250.0,18.0,7.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,20.0,7.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",7.0,42.0,3.0,1750.0,23.0,4.0,2021.0,20.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",2.0,12.0,1.0,500.0,25.0,6.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",2.0,12.0,2.0,500.0,25.0,9.0,2019.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,25.0,9.0,2019.0,4.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",23.0,138.0,1.0,5750.0,28.0,1.0,2021.0,23.0,23.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",2.0,12.0,2.0,500.0,28.0,7.0,2021.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,2.0,750.0,28.0,7.0,2021.0,5.0,12.36500754147813
"actividades tipo servicios","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,29.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",25.0,150.0,1.0,6250.0,29.0,10.0,2019.0,25.0,25.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",8.0,48.0,2.0,2000.0,2.0,12.0,2019.0,9.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",8.0,48.0,3.0,2000.0,21.0,11.0,2019.0,13.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,3.0,500.0,9.0,12.0,2020.0,5.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",4.0,24.0,3.0,1000.0,23.0,2.0,2022.0,9.0,12.36500754147813
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",12.0,72.0,2.0,3000.0,30.0,11.0,2019.0,15.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",3.0,18.0,2.0,750.0,30.0,11.0,2019.0,15.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,23.0,3.0,2021.0,2.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",6.0,36.0,1.0,1500.0,3.0,9.0,2020.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,22.0,6.0,2022.0,11.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",6.0,36.0,1.0,1500.0,19.0,11.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",13.0,78.0,1.0,3250.0,29.0,11.0,2021.0,13.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",10.0,60.0,2.0,2500.0,25.0,5.0,2022.0,13.0,22.25
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",3.0,18.0,2.0,750.0,20.0,12.0,2021.0,4.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",18.0,108.0,1.0,4500.0,8.0,11.0,2021.0,18.0,18.0
"actividades tipo servicios","enseñanza","habilitado","pichincha",2.0,12.0,1.0,500.0,21.0,9.0,2020.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,1.0,1000.0,8.0,11.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",16.0,96.0,1.0,4000.0,17.0,12.0,2019.0,16.0,16.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,4.0,750.0,2.0,9.0,2021.0,34.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","pichincha",20.0,120.0,2.0,5000.0,29.0,8.0,2019.0,36.0,26.325
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,1.0,250.0,5.0,2.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",4.0,24.0,1.0,1000.0,21.0,10.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",5.0,30.0,1.0,1250.0,15.0,7.0,2020.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,2.0,250.0,21.0,6.0,2019.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,12.0,5.0,2021.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",39.0,234.0,1.0,9750.0,12.0,5.0,2022.0,39.0,39.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",4.0,24.0,2.0,1000.0,3.0,8.0,2022.0,8.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,22.0,9.0,2021.0,8.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",7.0,42.0,2.0,1750.0,22.0,9.0,2021.0,8.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",3.0,18.0,2.0,750.0,21.0,7.0,2022.0,4.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,1.0,500.0,8.0,2.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,4.0,11.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,12.0,2.0,2021.0,7.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",7.0,42.0,2.0,1750.0,28.0,7.0,2020.0,8.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,3.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",2.0,12.0,2.0,500.0,2.0,2.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",5.0,30.0,1.0,1250.0,14.0,12.0,2020.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",4.0,24.0,1.0,1000.0,4.0,5.0,2022.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,18.0,3.0,2021.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",2.0,12.0,3.0,500.0,8.0,12.0,2021.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,3.0,250.0,8.0,12.0,2021.0,4.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,1.0,4.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",2.0,12.0,2.0,500.0,1.0,4.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,4.0,12.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",10.0,60.0,1.0,2500.0,5.0,7.0,2021.0,10.0,10.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",5.0,30.0,4.0,1250.0,9.0,11.0,2020.0,12.0,14.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",21.0,126.0,1.0,5250.0,28.0,6.0,2021.0,21.0,21.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",4.0,24.0,4.0,1000.0,12.0,3.0,2020.0,12.0,13.868945868945868
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",2.0,12.0,4.0,500.0,11.0,2.0,2020.0,20.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,15.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",8.0,48.0,1.0,2000.0,21.0,12.0,2019.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",22.0,132.0,2.0,5500.0,24.0,9.0,2019.0,26.0,26.325
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,2.0,1000.0,24.0,9.0,2019.0,26.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",13.0,78.0,2.0,3250.0,29.0,1.0,2019.0,35.0,17.5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",5.0,30.0,2.0,1250.0,16.0,1.0,2019.0,6.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",5.0,30.0,2.0,1250.0,10.0,2.0,2020.0,9.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,6.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",3.0,18.0,1.0,750.0,27.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",10.0,60.0,1.0,2500.0,4.0,4.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",33.0,198.0,1.0,8250.0,17.0,10.0,2018.0,33.0,33.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,31.0,7.0,2019.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,4.0,1.0,2019.0,3.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,17.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",11.0,66.0,1.0,2750.0,3.0,6.0,2019.0,11.0,11.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,2.0,12.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",17.0,102.0,1.0,4250.0,29.0,9.0,2021.0,17.0,17.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,2.0,250.0,19.0,11.0,2019.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",4.0,24.0,2.0,1000.0,19.0,11.0,2019.0,5.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","pichincha",8.0,48.0,3.0,2000.0,21.0,12.0,2020.0,15.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",6.0,36.0,1.0,1500.0,28.0,5.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",14.0,84.0,2.0,3500.0,14.0,1.0,2019.0,16.0,16.333333333333336
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,2.0,500.0,14.0,1.0,2019.0,16.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",2.0,12.0,2.0,500.0,20.0,5.0,2019.0,38.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,1.0,250.0,8.0,9.0,2018.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",3.0,18.0,3.0,750.0,30.0,1.0,2019.0,8.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",22.0,132.0,1.0,5500.0,6.0,11.0,2020.0,22.0,22.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",6.0,36.0,2.0,1500.0,5.0,11.0,2020.0,7.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",11.0,66.0,1.0,2750.0,22.0,3.0,2021.0,11.0,11.0
