"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,4.0,9.0,4.0,2022.0,2.0,1.3373493975903614
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,2.0,11.0,6.0,2021.0,1.0,1.0
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","quito","pichincha",2.0,2.0,11.0,6.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",9.0,20.0,18.0,6.0,2022.0,2.0,2.6
"tecnología: hardware y software (incluye tic)","actividades de servicios de información","habilitado","quito","pichincha",9.0,20.0,18.0,6.0,2022.0,3.0,2.6
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",3.0,3.0,23.0,1.0,2022.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,1.0,26.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",6.0,36.0,26.0,4.0,2021.0,2.0,4.380952380952381
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",6.0,36.0,26.0,4.0,2021.0,25.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,3.0,10.0,9.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,3.0,28.0,8.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,8.0,20.0,3.0,2022.0,2.0,1.8744292237442923
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",3.0,3.0,17.0,4.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,3.0,20.0,2.0,2022.0,3.0,3.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,1.0,19.0,6.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,3.0,19.0,6.0,2021.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,3.0,31.0,12.0,2021.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",3.0,3.0,31.0,12.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",4.0,4.0,1.0,5.0,2022.0,1.0,1.0
"actividades tipo servicios","fabricación de muebles","habilitado","quito","pichincha",2.0,2.0,11.0,5.0,2021.0,1.0,1.0
"actividades tipo servicios","fabricación de muebles","habilitado","quito","pichincha",3.0,3.0,8.0,10.0,2021.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","quito","pichincha",1.0,1.0,12.0,9.0,2021.0,1.0,1.0
"actividades de enseñanza","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",1.0,12.0,21.0,3.0,2022.0,12.0,12.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,2.0,28.0,11.0,2019.0,2.0,2.0
"actividades de enseñanza","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",1.0,1.0,16.0,3.0,2022.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,8.0,4.0,2.0,2021.0,7.0,3.9054726368159205
"actividades de enseñanza","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,12.0,2021.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,2.0,7.0,11.0,2020.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,1.0,13.0,9.0,2019.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,1.0,17.0,3.0,2021.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,1.0,20.0,11.0,2019.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,12.0,25.0,9.0,2019.0,10.0,5.761627906976744
"turismo y alimentación","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",1.0,4.0,22.0,6.0,2022.0,4.0,4.0
"actividades de enseñanza","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",1.0,20.0,25.0,5.0,2022.0,20.0,20.0
"actividades de enseñanza","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",1.0,7.0,20.0,10.0,2021.0,7.0,7.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",3.0,3.0,12.0,2.0,2021.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,1.0,19.0,2.0,2021.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,4.0,28.0,7.0,2020.0,4.0,4.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",2.0,9.0,22.0,11.0,2019.0,6.0,3.9054726368159205
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,14.0,1.0,8.0,2020.0,1.0,5.761627906976744
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,1.0,10.0,3.0,2021.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,7.0,18.0,1.0,2021.0,4.0,3.9054726368159205
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",3.0,5.0,26.0,11.0,2020.0,1.0,1.8744292237442923
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",3.0,5.0,26.0,11.0,2020.0,1.0,1.8744292237442923
"actividades de enseñanza","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",1.0,1.0,18.0,10.0,2021.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,36.0,17.0,8.0,2019.0,36.0,36.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,43.0,14.0,8.0,2019.0,43.0,43.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",3.0,10.0,29.0,9.0,2020.0,8.0,3.533333333333333
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,19.0,22.0,8.0,2019.0,18.0,8.363636363636363
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",7.0,21.0,10.0,11.0,2019.0,6.0,2.6
"turismo y alimentación","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",7.0,21.0,10.0,11.0,2019.0,2.0,2.6
"turismo y alimentación","servicio de alimento y bebida","habilitado","latacunga","cotopaxi",7.0,21.0,10.0,11.0,2019.0,2.0,2.6
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,75.0,5.0,9.0,2019.0,8.0,32.473684210526315
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,1.0,30.0,9.0,2020.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,2.0,12.0,11.0,2019.0,2.0,2.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,2.0,25.0,1.0,2021.0,2.0,2.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,1.0,9.0,7.0,2020.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,23.0,17.0,9.0,2019.0,17.0,8.363636363636363
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,6.0,1.0,11.0,2019.0,2.0,2.6473684210526316
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,6.0,1.0,11.0,2019.0,4.0,2.6473684210526316
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",2.0,10.0,29.0,9.0,2019.0,2.0,5.761627906976744
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,21.0,3.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,23.0,6.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,11.0,23.0,12.0,2020.0,11.0,11.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,9.0,9.0,12.0,2019.0,9.0,9.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,22.0,1.0,2020.0,5.0,5.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,24.0,5.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,25.0,9.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,5.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,19.0,3.0,2022.0,3.0,3.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",1.0,4.0,26.0,1.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,23.0,29.0,4.0,2021.0,23.0,23.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","quito","pichincha",2.0,4.0,13.0,1.0,2021.0,3.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,4.0,6.0,2019.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,26.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,45.0,15.0,12.0,2020.0,13.0,17.742424242424242
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,26.0,7.0,2022.0,3.0,3.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,11.0,2.0,10.0,2021.0,9.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,12.0,8.0,2021.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,18.0,13.0,7.0,2022.0,18.0,18.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,23.0,7.0,2021.0,2.0,1.4796380090497738
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,23.0,7.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,26.0,2.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,9.0,12.0,2020.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,27.0,22.0,9.0,2021.0,27.0,27.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,24.0,9.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,23.0,10.0,2018.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,12.0,10.0,2018.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,7.0,9.0,10.0,2018.0,7.0,7.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,12.0,13.0,3.0,2022.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,8.0,1.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,1.0,8.0,2019.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,10.0,9.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,19.0,9.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,55.0,19.0,12.0,2020.0,55.0,55.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,10.0,28.0,1.0,2020.0,10.0,10.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,17.0,8.0,2021.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,22.0,29.0,10.0,2018.0,22.0,22.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,13.0,16.0,11.0,2018.0,13.0,13.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,19.0,12.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,21.0,5.0,9.0,2019.0,21.0,21.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,14.0,9.0,2018.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,16.0,10.0,2018.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,21.0,10.0,2018.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,22.0,10.0,2018.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,28.0,3.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,21.0,12.0,2018.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,22.0,3.0,2019.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","loja","loja",2.0,9.0,7.0,6.0,2022.0,7.0,3.9054726368159205
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",2.0,26.0,18.0,3.0,2022.0,25.0,12.0
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",1.0,17.0,1.0,4.0,2022.0,17.0,17.0
"actividades de enseñanza","enseñanza","habilitado","loja","loja",2.0,4.0,8.0,6.0,2022.0,2.0,1.981012658227848
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",3.0,57.0,24.0,3.0,2022.0,53.0,3.5
"actividades de enseñanza","enseñanza","habilitado","loja","loja",2.0,4.0,9.0,6.0,2022.0,1.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","loja","loja",3.0,4.0,22.0,4.0,2022.0,2.0,1.3373493975903614
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",1.0,43.0,17.0,3.0,2022.0,43.0,43.0
"actividades de enseñanza","enseñanza","habilitado","loja","loja",4.0,29.0,25.0,11.0,2021.0,1.0,9.181818181818182
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",1.0,32.0,14.0,3.0,2022.0,32.0,32.0
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",3.0,6.0,4.0,5.0,2022.0,1.0,1.8744292237442923
"actividades de enseñanza","enseñanza","habilitado","loja","loja",1.0,1.0,20.0,1.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",1.0,1.0,2.0,6.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","loja","loja",2.0,30.0,13.0,3.0,2022.0,29.0,17.742424242424242
"actividades de enseñanza","enseñanza","habilitado","loja","loja",3.0,3.0,25.0,9.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,3.0,12.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,13.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,14.0,7.0,3.0,2022.0,7.0,5.761627906976744
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,21.0,11.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,13.0,23.0,12.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,45.0,14.0,3.0,2022.0,45.0,45.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,29.0,4.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,6.0,30.0,9.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,5.0,31.0,10.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,35.0,19.0,8.0,2019.0,35.0,35.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,21.0,1.0,4.0,2019.0,21.0,21.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,11.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,23.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,8.0,4.0,1.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,14.0,18.0,11.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,19.0,11.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,22.0,5.0,8.0,2019.0,22.0,22.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,13.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,11.0,11.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,22.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,6.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,23.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,27.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,8.0,1.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,16.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,15.0,4.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,13.0,5.0,2019.0,16.0,16.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,6.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,8.0,17.0,6.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,20.0,15.0,7.0,2019.0,20.0,20.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,9.0,5.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,24.0,4.0,6.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,27.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,19.0,7.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,6.0,8.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,28.0,23.0,7.0,2019.0,28.0,28.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,12.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,23.0,8.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,11.0,2.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,35.0,13.0,7.0,2019.0,35.0,35.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,28.0,1.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,22.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,4.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,16.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,7.0,9.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,17.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,30.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,2.0,3.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,22.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,5.0,7.0,6.0,2022.0,4.0,2.6473684210526316
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,3.0,5.0,3.0,2021.0,3.0,3.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,6.0,9.0,12.0,2019.0,3.0,2.6473684210526316
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,6.0,9.0,2021.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,2.0,17.0,3.0,2020.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",4.0,6.0,4.0,10.0,2020.0,3.0,1.8744292237442923
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,6.0,15.0,3.0,2021.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,4.0,23.0,4.0,2022.0,2.0,1.981012658227848
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,11.0,8.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,13.0,8.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,16.0,11.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,7.0,13.0,10.0,2021.0,7.0,7.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",2.0,2.0,24.0,1.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",1.0,5.0,27.0,3.0,2022.0,5.0,5.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,2.0,7.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,3.0,10.0,9.0,2020.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,3.0,10.0,9.0,2020.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,11.0,5.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,3.0,13.0,9.0,2020.0,3.0,3.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,11.0,4.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,2.0,27.0,2.0,2022.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",3.0,5.0,7.0,5.0,2018.0,1.0,1.8744292237442923
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,4.0,2.0,5.0,2017.0,4.0,4.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,3.0,8.0,2017.0,1.0,1.0
