"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,26.0,9.0,2021.0,2.0,1.4796380090497738
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,7.0,7.0,7.0,2020.0,7.0,7.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,6.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,21.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,22.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",3.0,3.0,27.0,4.0,2022.0,1.0,1.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,17.0,2.0,2021.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,7.0,7.0,7.0,2021.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,29.0,11.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,25.0,11.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,3.0,15.0,4.0,2021.0,1.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,14.0,16.0,12.0,2020.0,13.0,5.761627906976744
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,24.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,8.0,2.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,8.0,11.0,2.0,2021.0,1.0,3.9054726368159205
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",2.0,8.0,14.0,2.0,2022.0,7.0,3.9054726368159205
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",3.0,3.0,15.0,3.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",3.0,3.0,15.0,3.0,2021.0,1.0,1.0
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","habilitado","santo domingo","santo domingo de los tsachilas",3.0,3.0,15.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,6.0,19.0,2.0,2022.0,6.0,6.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,19.0,5.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,23.0,1.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,7.0,24.0,5.0,2021.0,5.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,25.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,25.0,9.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,3.0,26.0,5.0,2021.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,16.0,29.0,3.0,2021.0,2.0,8.609756097560975
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,16.0,29.0,3.0,2021.0,14.0,2.6
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,23.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,15.0,7.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,10.0,11.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,3.0,19.0,7.0,2021.0,3.0,3.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","santo domingo","santo domingo de los tsachilas",2.0,3.0,21.0,7.0,2022.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",2.0,3.0,21.0,7.0,2022.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,3.0,11.0,8.0,2020.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,13.0,2.0,2.0,2021.0,1.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,17.0,8.0,2020.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,17.0,8.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,1.0,5.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,17.0,11.0,2020.0,4.0,4.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,10.0,2.0,2020.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,18.0,2.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,16.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,3.0,6.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,28.0,1.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,12.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,18.0,21.0,12.0,2020.0,18.0,18.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,6.0,11.0,2020.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,5.0,13.0,2.0,2021.0,3.0,2.6473684210526316
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,16.0,18.0,2.0,2019.0,16.0,16.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",2.0,3.0,5.0,8.0,2020.0,2.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,4.0,24.0,12.0,2020.0,2.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,14.0,1.0,1.0,2021.0,9.0,5.761627906976744
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,3.0,27.0,1.0,2021.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,4.0,11.0,9.0,2021.0,3.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,5.0,7.0,3.0,2021.0,4.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,15.0,12.0,1.0,2021.0,8.0,9.571428571428571
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,19.0,23.0,2.0,2021.0,2.0,2.6
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,19.0,9.0,2.0,2021.0,5.0,17.25
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,22.0,6.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,7.0,2.0,3.0,2021.0,4.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,13.0,4.0,1.0,2021.0,9.0,5.761627906976744
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,5.0,9.0,2020.0,5.0,5.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,18.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",2.0,6.0,29.0,10.0,2018.0,3.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,3.0,8.0,2020.0,2.0,2.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,7.0,5.0,2019.0,1.0,1.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,19.0,7.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,24.0,8.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,18.0,10.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,19.0,9.0,2018.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,31.0,8.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,6.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,6.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,22.0,12.0,2019.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,18.0,6.0,3.0,2022.0,1.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,18.0,6.0,3.0,2022.0,1.0,5.828451882845188
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,2.0,22.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,28.0,4.0,2022.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,2.0,7.0,9.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,26.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,9.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,3.0,30.0,8.0,2021.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,13.0,11.0,2019.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,2.0,8.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,8.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,2.0,12.0,4.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,2.0,26.0,7.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,26.0,7.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,28.0,4.0,2021.0,6.0,6.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,4.0,29.0,4.0,2022.0,2.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,2.0,10.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,7.0,4.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,11.0,9.0,4.0,2021.0,11.0,11.0
