"familia","sector","estado","canton","provincia","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",9.0,54.0,9.0,2250.0,17.0,5.0,2019.0,1.0,1.025974870984414
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,15.0,4.0,2019.0,1.0,1.0469071654054867
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,19.0,6.0,2019.0,1.0,1.002589171364293
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,13.0,5.0,2019.0,1.0,1.0034061600066204
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,13.0,1.0,2021.0,1.0,0.9941907129631753
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",34.0,204.0,35.0,8500.0,8.0,7.0,2019.0,2.0,1.273771866321483
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",1.0,6.0,35.0,250.0,8.0,7.0,2019.0,2.0,2.2265269026274703
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,25.0,4.0,2019.0,1.0,1.0118542428984663
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,15.0,7.0,2019.0,1.0,1.0103444748250192
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,15.0,6.0,2021.0,1.0,1.1211884386920454
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,3.0,250.0,8.0,10.0,2021.0,2.0,2.729092640793099
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,31.0,5.0,2019.0,1.0,1.0064762460441736
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12.0,72.0,12.0,3000.0,27.0,8.0,2019.0,1.0,1.091029937844639
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,12.0,4.0,2019.0,1.0,1.0177995844145196
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,3.0,8.0,2019.0,1.0,1.0037608456053428
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",10.0,60.0,11.0,2500.0,4.0,4.0,2022.0,2.0,1.637744683148342
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,10.0,250.0,12.0,4.0,2022.0,6.0,4.0172813300795704
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,13.0,5.0,2022.0,3.0,2.7661203648439576
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",11.0,66.0,12.0,2750.0,3.0,5.0,2022.0,2.0,1.9881550931622067
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,12.0,250.0,6.0,6.0,2022.0,4.0,3.565204139533237
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",9.0,54.0,12.0,2250.0,6.0,6.0,2022.0,4.0,2.568586469738805
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",7.0,42.0,29.0,1750.0,13.0,6.0,2022.0,5.0,5.175638988594458
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,29.0,250.0,13.0,6.0,2022.0,5.0,5.22307358626533
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,29.0,250.0,13.0,6.0,2022.0,5.0,6.006354699155438
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,21.0,5.0,2021.0,2.0,3.020853282059691
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,6.0,500.0,15.0,1.0,2021.0,3.0,2.8551346830517312
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,10.0,750.0,3.0,6.0,2021.0,3.0,3.811780964642751
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,8.0,6.0,2022.0,4.0,3.0686196615114776
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,11.0,750.0,10.0,3.0,2022.0,2.0,3.021154809715811
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,7.0,250.0,12.0,4.0,2021.0,2.0,3.1620099168120968
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,15.0,4.0,2021.0,2.0,2.505819207713942
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,8.0,500.0,23.0,3.0,2022.0,3.0,3.0202372224866147
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",28.0,168.0,47.0,7000.0,29.0,4.0,2022.0,6.0,4.773421633504754
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,29.0,7.0,2022.0,3.0,2.7294818104551135
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,2.0,10.0,2021.0,1.0,1.0741864631253728
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,5.0,3.0,2020.0,1.0,0.9203878560928596
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,7.0,4.0,2022.0,3.0,2.4303822494129443
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",5.0,30.0,12.0,1250.0,7.0,10.0,2021.0,4.0,3.2454049367515134
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,13.0,1.0,2020.0,1.0,0.8994039209900828
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,13.0,10.0,2020.0,3.0,2.8411550669533634
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,14.0,1.0,2021.0,3.0,2.498886371935371
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,6.0,500.0,14.0,2.0,2022.0,3.0,3.1440687443118103
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",3.0,18.0,7.0,750.0,15.0,7.0,2022.0,4.0,3.293254851558161
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,7.0,250.0,15.0,7.0,2022.0,4.0,2.9306773636580354
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,41.0,750.0,16.0,6.0,2022.0,7.0,6.7080769689309685
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,9.0,250.0,19.0,1.0,2021.0,3.0,3.308753804581941
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,11.0,250.0,21.0,7.0,2021.0,4.0,3.3446266058398786
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,22.0,4.0,2022.0,3.0,3.0719783453259177
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,22.0,250.0,24.0,9.0,2021.0,3.0,3.2343140480278842
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,25.0,6.0,2021.0,3.0,3.0640561683739387
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,18.0,750.0,28.0,7.0,2022.0,3.0,3.371247585399474
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,8.0,250.0,29.0,3.0,2021.0,2.0,3.173774834218862
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,19.0,500.0,30.0,12.0,2021.0,4.0,3.642081368931472
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,31.0,10.0,2020.0,3.0,2.9763437299284172
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,6.0,750.0,23.0,2.0,2022.0,3.0,2.842152916959024
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",3.0,18.0,14.0,750.0,7.0,5.0,2021.0,3.0,3.7296964987198615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",3.0,18.0,6.0,750.0,16.0,5.0,2022.0,4.0,3.3949140363746872
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",8.0,48.0,19.0,2000.0,17.0,12.0,2021.0,3.0,3.2547133969782616
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,21.0,250.0,19.0,11.0,2021.0,4.0,4.388192998576344
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,21.0,500.0,19.0,11.0,2021.0,4.0,3.750947509128239
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9.0,54.0,30.0,2250.0,29.0,11.0,2021.0,4.0,4.406406379835048
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",14.0,84.0,25.0,3500.0,25.0,5.0,2022.0,4.0,4.18177069416008
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,20.0,11.0,2021.0,1.0,1.0477594182302008
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",16.0,96.0,39.0,4000.0,30.0,11.0,2021.0,4.0,5.4927807624699065
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,5.0,5.0,2022.0,3.0,3.2495102494048504
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,5.0,500.0,5.0,5.0,2022.0,3.0,3.0096272008503755
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",12.0,72.0,37.0,3000.0,11.0,5.0,2022.0,8.0,7.0935687884939265
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,37.0,500.0,11.0,5.0,2022.0,8.0,7.286321203549947
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",3.0,18.0,6.0,750.0,29.0,6.0,2022.0,3.0,3.1912393470361033
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,250.0,29.0,6.0,2022.0,3.0,3.853308538661154
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,25.0,7.0,2022.0,2.0,2.662276098873847
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,26.0,750.0,7.0,12.0,2021.0,4.0,4.470290954735831
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,4.0,2.0,2022.0,2.0,2.5646556437294956
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,7.0,250.0,22.0,7.0,2022.0,2.0,3.172978896896823
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",17.0,102.0,55.0,4250.0,10.0,12.0,2021.0,4.0,4.983463929727791
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",41.0,246.0,60.0,10250.0,20.0,12.0,2021.0,4.0,3.323272572383744
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",7.0,42.0,60.0,1750.0,20.0,12.0,2021.0,4.0,4.5619121847912405
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,60.0,500.0,20.0,12.0,2021.0,4.0,4.404373442451274
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,7.0,500.0,22.0,12.0,2021.0,4.0,3.168629890835221
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,7.0,250.0,22.0,12.0,2021.0,4.0,3.991595841682213
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",8.0,48.0,57.0,2000.0,28.0,10.0,2021.0,6.0,5.045355264084706
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,2.0,9.0,2021.0,2.0,1.974708311319703
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,20.0,10.0,2020.0,2.0,2.8679346768312124
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","latacunga","cotopaxi",1.0,6.0,5.0,250.0,19.0,8.0,2021.0,4.0,3.5543481299773
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,8.0,250.0,9.0,5.0,2022.0,5.0,3.739271212069
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,10.0,11.0,2020.0,2.0,1.9294631367919672
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,7.0,500.0,12.0,5.0,2022.0,3.0,3.117865282756541
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,250.0,15.0,6.0,2022.0,5.0,4.502207362145712
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,4.0,500.0,18.0,5.0,2022.0,3.0,2.512573336030912
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,42.0,250.0,2.0,5.0,2022.0,5.0,6.256432280328213
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,42.0,250.0,2.0,5.0,2022.0,5.0,4.805386541085668
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",5.0,30.0,42.0,1250.0,2.0,5.0,2022.0,5.0,6.007364849416249
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,8.0,500.0,21.0,7.0,2022.0,4.0,3.5874944250917205
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",4.0,24.0,8.0,1000.0,21.0,7.0,2022.0,4.0,2.9700216984255556
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,8.0,250.0,21.0,7.0,2022.0,4.0,3.6974181130298556
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,8.0,500.0,19.0,2.0,2021.0,3.0,2.974064124837171
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,13.0,3.0,2021.0,3.0,2.7593658705172155
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,21.0,250.0,26.0,1.0,2021.0,4.0,3.6259942881605847
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,8.0,500.0,4.0,5.0,2022.0,5.0,4.063376858522973
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,4.0,500.0,18.0,3.0,2021.0,2.0,2.3655029217788277
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",5.0,30.0,6.0,1250.0,5.0,7.0,2021.0,2.0,2.0596839859298806
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,4.0,750.0,12.0,3.0,2020.0,2.0,1.6775158399704404
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",5.0,30.0,7.0,1250.0,2.0,12.0,2021.0,3.0,2.2085771184137437
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,7.0,250.0,2.0,6.0,2022.0,3.0,3.3494738763019294
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",5.0,30.0,6.0,1250.0,13.0,7.0,2021.0,2.0,1.9581440663113634
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,11.0,500.0,12.0,10.0,2021.0,3.0,3.526372491793084
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,16.0,3.0,2021.0,1.0,0.9702472316311495
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",11.0,66.0,15.0,2750.0,26.0,4.0,2021.0,3.0,2.799103615032366
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,16.0,250.0,2.0,5.0,2021.0,3.0,3.650462283860109
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,24.0,250.0,9.0,3.0,2020.0,3.0,2.8992314327132798
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,9.0,500.0,22.0,10.0,2021.0,4.0,3.70941441312418
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,1.0,2.0,2020.0,2.0,1.8885084444208795
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,6.0,8.0,2020.0,2.0,2.0022994709960793
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,10.0,3.0,2020.0,2.0,2.7872487402800497
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",6.0,36.0,18.0,1500.0,29.0,1.0,2022.0,4.0,2.750570424027033
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",5.0,30.0,18.0,1250.0,29.0,1.0,2022.0,4.0,2.6714902564512935
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","latacunga","cotopaxi",3.0,18.0,6.0,750.0,10.0,5.0,2021.0,2.0,3.51428853622376
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",1.0,6.0,14.0,250.0,9.0,8.0,2021.0,4.0,3.8368238063812194
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,28.0,9.0,2020.0,1.0,0.8896821048824544
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,26.0,4.0,2022.0,1.0,1.0549844330306977
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,30.0,5.0,1250.0,25.0,7.0,2022.0,1.0,0.9527794858876613
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,11.0,4.0,2022.0,4.0,3.057322093156402
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,250.0,13.0,5.0,2022.0,4.0,3.588934928797685
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,14.0,6.0,2022.0,1.0,1.0628204789808686
"MISSING","MISSING","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,19.0,5.0,2022.0,2.0,2.7605795055223306
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,250.0,7.0,6.0,2022.0,6.0,3.470254599544135
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","latacunga","cotopaxi",1.0,6.0,12.0,250.0,6.0,6.0,2022.0,6.0,4.660243939475479
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,28.0,6.0,2022.0,2.0,1.9754972536925246
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,28.0,11.0,2019.0,2.0,1.8718295763955277
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,3.0,5.0,2021.0,1.0,1.020755947796645
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,8.0,3.0,2022.0,1.0,1.0641722643103302
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,16.0,3.0,2022.0,2.0,2.018341094471837
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,16.0,3.0,2022.0,2.0,1.8957823394247706
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,25.0,8.0,2021.0,3.0,2.78961439728839
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,9.0,250.0,30.0,8.0,2021.0,3.0,3.3969711272534235
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,2.0,1.0,2020.0,2.0,1.826542197681122
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,13.0,11.0,2019.0,1.0,1.007630146082506
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,20.0,12.0,2019.0,1.0,1.0273816426591518
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",16.0,96.0,16.0,4000.0,23.0,9.0,2019.0,1.0,1.0694558652115527
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,4.0,750.0,18.0,2.0,2022.0,2.0,1.7359154762106508
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,13.0,5.0,2021.0,1.0,0.9760752981782597
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","latacunga","cotopaxi",1.0,6.0,17.0,250.0,14.0,7.0,2022.0,4.0,5.018560503382546
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",4.0,24.0,17.0,1000.0,14.0,7.0,2022.0,4.0,4.081036837829672
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,5.0,500.0,20.0,5.0,2021.0,2.0,2.8093381933266963
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,3.0,250.0,20.0,6.0,2022.0,2.0,2.476402901302138
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",18.0,108.0,36.0,4500.0,21.0,1.0,2022.0,2.0,3.4761046975345247
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,65.0,250.0,25.0,2.0,2022.0,4.0,4.377705582696749
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,65.0,250.0,25.0,2.0,2022.0,4.0,4.771623947936846
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","latacunga","cotopaxi",12.0,72.0,18.0,3000.0,26.0,7.0,2022.0,4.0,2.65244866368623
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,26.0,8.0,2021.0,4.0,2.7879317461756026
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,29.0,4.0,2022.0,2.0,2.0046474021496445
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,30.0,250.0,30.0,5.0,2022.0,6.0,4.363077312583287
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,30.0,250.0,30.0,5.0,2022.0,6.0,4.834268119163412
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","latacunga","cotopaxi",8.0,48.0,30.0,2000.0,30.0,5.0,2022.0,6.0,4.7071471873450585
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,250.0,30.0,12.0,2019.0,2.0,2.924519843616424
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,6.0,7.0,2021.0,2.0,2.0220854694616017
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,250.0,6.0,12.0,2021.0,3.0,3.7469156338119527
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,6.0,750.0,6.0,12.0,2021.0,3.0,2.816934434995276
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",25.0,150.0,29.0,6250.0,7.0,3.0,2022.0,4.0,2.8864242990406845
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",1.0,6.0,29.0,250.0,7.0,3.0,2022.0,4.0,4.078218329099784
"actividades comunitarias","actividades de atención de la salud humana","habilitado","latacunga","cotopaxi",2.0,12.0,29.0,500.0,7.0,3.0,2022.0,4.0,3.159206402908624
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",1.0,6.0,41.0,250.0,7.0,4.0,2021.0,4.0,4.729487318121742
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,7.0,10.0,2020.0,2.0,1.963847702649148
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,7.0,10.0,2021.0,1.0,1.0116764739577073
