"familia","sector","estado","canton","provincia","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",9.0,54.0,9.0,2250.0,21.0,8.0,2019.0,1.0,1.0242263856465295
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",4.0,24.0,9.0,1000.0,30.0,10.0,2019.0,2.0,1.8970618496586278
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",27.0,162.0,27.0,6750.0,27.0,11.0,2019.0,1.0,1.048560866609848
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,6.0,1.0,250.0,11.0,9.0,2019.0,1.0,1.0036561648824724
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",2.0,12.0,2.0,500.0,20.0,9.0,2019.0,1.0,1.0193019558404055
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,6.0,1.0,250.0,16.0,11.0,2019.0,1.0,1.0059541529711575
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",12.0,72.0,12.0,3000.0,27.0,12.0,2019.0,1.0,1.0870582057176827
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",7.0,42.0,7.0,1750.0,16.0,12.0,2019.0,1.0,1.0522766644547525
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",5.0,30.0,7.0,1250.0,4.0,9.0,2019.0,2.0,1.9718297635566566
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",2.0,12.0,2.0,500.0,7.0,11.0,2019.0,1.0,1.017514536904259
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",7.0,42.0,7.0,1750.0,19.0,12.0,2019.0,1.0,1.0482054879952054
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",58.0,348.0,58.0,14500.0,12.0,11.0,2019.0,1.0,1.126481457095367
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,6.0,1.0,250.0,8.0,12.0,2019.0,1.0,1.0008157565110603
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",5.0,30.0,5.0,1250.0,6.0,12.0,2019.0,1.0,1.0072717287269777
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,6.0,1.0,250.0,7.0,12.0,2019.0,1.0,1.002181090772269
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",7.0,42.0,7.0,1750.0,1.0,6.0,2022.0,1.0,1.2022265839658965
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",5.0,30.0,40.0,1250.0,14.0,6.0,2022.0,2.0,4.069037731698686
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",50.0,300.0,55.0,12500.0,22.0,2.0,2022.0,2.0,1.0519994182786698
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,31.0,5.0,2022.0,2.0,1.9617921892918142
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",10.0,60.0,17.0,2500.0,3.0,5.0,2022.0,4.0,2.9292005970636845
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,3.0,6.0,2022.0,1.0,1.0287932498212493
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",12.0,72.0,33.0,3000.0,7.0,2.0,2020.0,2.0,2.850766675909129
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",21.0,126.0,33.0,5250.0,7.0,2.0,2020.0,2.0,1.9733297096867526
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,21.0,2.0,2020.0,1.0,1.0002935856409048
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,24.0,14.0,1000.0,21.0,9.0,2021.0,4.0,3.2840130207059
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,24.0,14.0,1000.0,21.0,9.0,2021.0,4.0,3.181689726004991
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,24.0,6.0,2022.0,1.0,1.0386679082184154
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,6.0,8.0,2021.0,2.0,1.9275306479229792
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",9.0,54.0,19.0,2250.0,8.0,3.0,2021.0,3.0,2.7029081367526695
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",5.0,30.0,7.0,1250.0,15.0,3.0,2022.0,3.0,1.8608191529200875
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,3.0,250.0,9.0,12.0,2019.0,2.0,2.4481628794873567
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,3.0,500.0,9.0,12.0,2019.0,2.0,1.6862480587272737
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,30.0,5.0,1250.0,13.0,11.0,2019.0,1.0,0.9869928491837934
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",19.0,114.0,19.0,4750.0,22.0,10.0,2019.0,1.0,1.0398053725051293
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11.0,66.0,12.0,2750.0,26.0,12.0,2019.0,2.0,1.1896521992688074
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",6.0,36.0,6.0,1500.0,29.0,11.0,2019.0,1.0,1.0421852035619716
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,2.0,3.0,2020.0,1.0,0.9625793476279094
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,18.0,2.0,2022.0,1.0,1.0523505988675632
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",18.0,108.0,18.0,4500.0,1.0,10.0,2019.0,1.0,1.0408681583333825
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,10.0,2.0,2022.0,1.0,1.0027341118383655
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",9.0,54.0,9.0,2250.0,21.0,12.0,2021.0,1.0,1.116180375096449
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4.0,24.0,10.0,1000.0,22.0,12.0,2020.0,3.0,3.037549861592127
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13.0,78.0,24.0,3250.0,30.0,12.0,2019.0,2.0,1.8981189486420655
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",54.0,324.0,54.0,13500.0,31.0,5.0,2021.0,1.0,1.3668067020125685
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",2.0,12.0,26.0,500.0,3.0,12.0,2020.0,2.0,3.36427757124686
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",8.0,48.0,8.0,2000.0,6.0,3.0,2020.0,1.0,0.886403725011335
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4.0,24.0,5.0,1000.0,7.0,4.0,2022.0,2.0,1.8735668306798496
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",17.0,102.0,17.0,4250.0,7.0,10.0,2019.0,1.0,1.0159413644808817
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,9.0,6.0,2022.0,1.0,0.9622372571956683
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,10.0,10.0,2019.0,1.0,1.0197812221243518
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,19.0,250.0,11.0,2.0,2021.0,5.0,3.1448776673732235
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,12.0,12.0,2019.0,1.0,1.0266527304496273
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",7.0,42.0,7.0,1750.0,13.0,7.0,2022.0,1.0,1.023872140172828
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,14.0,1.0,2020.0,2.0,1.95058812165182
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,14.0,4.0,2021.0,1.0,1.0774569363438085
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,6.0,19.0,250.0,15.0,3.0,2021.0,3.0,3.9281512825745475
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,6.0,8.0,250.0,15.0,7.0,2022.0,3.0,3.024367307230862
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,23.0,500.0,16.0,4.0,2021.0,3.0,3.3249295530276166
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,6.0,22.0,250.0,16.0,8.0,2021.0,3.0,4.269797336552004
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",9.0,54.0,22.0,2250.0,16.0,8.0,2021.0,3.0,2.714045524933611
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,17.0,3.0,2021.0,1.0,1.0194626646297573
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,18.0,7.0,2022.0,1.0,1.153399037379061
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,20.0,7.0,2020.0,1.0,0.9954397806977093
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",7.0,42.0,20.0,1750.0,23.0,4.0,2021.0,3.0,2.6891656623792395
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,25.0,6.0,2021.0,1.0,1.0052668299376117
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,12.0,4.0,500.0,25.0,9.0,2019.0,2.0,2.052926162648803
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,4.0,500.0,25.0,9.0,2019.0,2.0,2.1410227901991172
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",23.0,138.0,23.0,5750.0,28.0,1.0,2021.0,1.0,1.1150182240403277
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,12.0,5.0,500.0,28.0,7.0,2021.0,2.0,2.400746320633048
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,5.0,750.0,28.0,7.0,2021.0,2.0,2.30997948712728
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,29.0,3.0,2021.0,1.0,0.9927690115386989
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",25.0,150.0,25.0,6250.0,29.0,10.0,2019.0,1.0,1.191980893024252
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8.0,48.0,9.0,2000.0,2.0,12.0,2019.0,2.0,1.0532677434287914
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",8.0,48.0,13.0,2000.0,21.0,11.0,2019.0,3.0,1.9911157334226326
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,5.0,500.0,9.0,12.0,2020.0,3.0,2.5251101696975846
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,24.0,9.0,1000.0,23.0,2.0,2022.0,3.0,2.3322028970577984
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",12.0,72.0,15.0,3000.0,30.0,11.0,2019.0,2.0,2.4239725401807712
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,18.0,15.0,750.0,30.0,11.0,2019.0,2.0,2.9149209149277207
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,23.0,3.0,2021.0,2.0,2.0054897008466677
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",6.0,36.0,6.0,1500.0,3.0,9.0,2020.0,1.0,1.1730950185955615
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,11.0,250.0,22.0,6.0,2022.0,2.0,3.771993877184216
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",6.0,36.0,6.0,1500.0,19.0,11.0,2021.0,1.0,1.175075725373902
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",13.0,78.0,13.0,3250.0,29.0,11.0,2021.0,1.0,1.0009643287307748
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",10.0,60.0,13.0,2500.0,25.0,5.0,2022.0,2.0,2.0806736547819336
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,18.0,4.0,750.0,20.0,12.0,2021.0,2.0,1.7506896978938338
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",18.0,108.0,18.0,4500.0,8.0,11.0,2021.0,1.0,1.4210237461210662
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,21.0,9.0,2020.0,1.0,1.0095658603039945
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,8.0,11.0,2019.0,1.0,1.0123663132847875
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",16.0,96.0,16.0,4000.0,17.0,12.0,2019.0,1.0,1.121618207949127
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,34.0,750.0,2.0,9.0,2021.0,4.0,2.9498558625677314
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",20.0,120.0,36.0,5000.0,29.0,8.0,2019.0,2.0,2.0147879454920323
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,5.0,2.0,2020.0,1.0,0.9917342666939684
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,21.0,10.0,2021.0,1.0,1.0299699557016746
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,30.0,5.0,1250.0,15.0,7.0,2020.0,1.0,0.9793486512189
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,21.0,6.0,2019.0,2.0,1.7958726653499477
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,12.0,5.0,2021.0,2.0,1.9889550805582283
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",39.0,234.0,39.0,9750.0,12.0,5.0,2022.0,1.0,1.155557846558609
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,24.0,8.0,1000.0,3.0,8.0,2022.0,2.0,2.3080190025374785
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,8.0,250.0,22.0,9.0,2021.0,2.0,3.212763659763298
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",7.0,42.0,8.0,1750.0,22.0,9.0,2021.0,2.0,1.5327447221551873
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,4.0,750.0,21.0,7.0,2022.0,2.0,1.6624824031495544
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,8.0,2.0,2022.0,1.0,1.0136022005280418
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,4.0,11.0,2021.0,1.0,1.0151189121387896
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,7.0,250.0,12.0,2.0,2021.0,3.0,2.7005535021943823
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",7.0,42.0,8.0,1750.0,28.0,7.0,2020.0,2.0,1.5538382301569849
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,3.0,3.0,2021.0,1.0,0.9932837344348835
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,12.0,3.0,500.0,2.0,2.0,2021.0,2.0,1.9540556626651986
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",5.0,30.0,5.0,1250.0,14.0,12.0,2020.0,1.0,1.0229346414543423
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,4.0,5.0,2022.0,1.0,1.0372773961752708
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,18.0,3.0,2021.0,2.0,2.0464196976408155
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,12.0,4.0,500.0,8.0,12.0,2021.0,3.0,2.369204797765563
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,4.0,250.0,8.0,12.0,2021.0,3.0,2.772681129970736
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,3.0,250.0,1.0,4.0,2021.0,2.0,3.19685430294878
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,12.0,3.0,500.0,1.0,4.0,2021.0,2.0,2.0640275289605805
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,3.0,250.0,4.0,12.0,2021.0,2.0,2.659478566549226
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",10.0,60.0,10.0,2500.0,5.0,7.0,2021.0,1.0,1.048407531065025
