"familia","sector","estado","canton","provincia","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",11.0,66.0,5.0,18.0,2750.0,6.0,2021.0,0.0,4.3673991025778864E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",1.0,6.0,3.0,24.0,250.0,12.0,2019.0,0.0,2.298694074355902E-4
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","suspendido","sin cantón","sin provincia",8.0,48.0,3.0,43.0,2000.0,12.0,2019.0,0.0,2.214674969153842E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",15.0,90.0,3.0,34.0,3750.0,12.0,2019.0,0.0,6.892710219134736E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,10.0,2021.0,0.0,2.974961336847494E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",4.0,24.0,1.0,4.0,1000.0,7.0,2019.0,0.0,5.034054803602752E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",3.0,18.0,2.0,4.0,750.0,6.0,2021.0,0.0,5.582714212708064E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",2.0,12.0,1.0,2.0,500.0,6.0,2021.0,0.0,5.034054803602752E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",9.0,54.0,1.0,9.0,2250.0,7.0,2020.0,0.0,5.034054803602752E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",1.0,6.0,3.0,8.0,250.0,10.0,2020.0,0.0,3.3682828889576317E-4
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","suspendido","sin cantón","sin provincia",5.0,30.0,3.0,8.0,1250.0,10.0,2020.0,0.0,1.280167008574475E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",1.0,6.0,2.0,2.0,250.0,1.0,2022.0,0.0,1.8539813363966946E-4
"actividades de enseñanza","enseñanza","suspendido","sin cantón","sin provincia",17.0,102.0,2.0,23.0,4250.0,2.0,2020.0,0.0,3.3557591736306253E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",4.0,24.0,8.0,19.0,1000.0,10.0,2020.0,0.0,4.3443853214038004E-4
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","suspendido","sin cantón","sin provincia",6.0,36.0,8.0,19.0,1500.0,10.0,2020.0,0.0,2.2018975543947224E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",2.0,12.0,6.0,14.0,500.0,5.0,2022.0,0.0,4.203889661065236E-5
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,-7.415126844050766E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",6.0,36.0,2.0,10.0,1500.0,11.0,2019.0,0.0,-3.6054166783028134E-5
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,8.0,2021.0,0.0,-7.415126844050766E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",16.0,96.0,1.0,16.0,4000.0,5.0,2019.0,0.0,-0.0025651132731197455
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",12.0,72.0,1.0,12.0,3000.0,4.0,2019.0,0.0,-2.0448690871281965E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,5.0,2021.0,0.0,3.780173694438284E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",11.0,66.0,1.0,11.0,2750.0,6.0,2019.0,0.0,-2.0448690871281965E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,5.0,2019.0,0.0,3.780173694438284E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,9.0,2021.0,0.0,2.951947555673408E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,10.0,2019.0,0.0,2.951947555673408E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",29.0,174.0,2.0,48.0,7250.0,10.0,2019.0,0.0,-0.003723039133673378
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",20.0,120.0,1.0,20.0,5000.0,4.0,2019.0,0.0,-0.005468023133842248
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",17.0,102.0,1.0,17.0,4250.0,1.0,2019.0,0.0,3.8812938318395513E-4
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","suspendido","sin cantón","sin provincia",3.0,18.0,2.0,8.0,750.0,4.0,2019.0,0.0,7.695574471862105E-5
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","suspendido","sin cantón","sin provincia",5.0,30.0,2.0,8.0,1250.0,4.0,2019.0,0.0,7.695574471862105E-5
"comercialización y venta de productos","comercio al por menor, excepto el de vehículos automotores y motocicletas","suspendido","sin cantón","sin provincia",6.0,36.0,1.0,6.0,1500.0,10.0,2018.0,0.0,-3.997383178804253E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",37.0,222.0,3.0,39.0,9250.0,1.0,2019.0,0.0,-0.0029362321294981618
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","suspendido","sin cantón","sin provincia",1.0,6.0,3.0,39.0,250.0,1.0,2019.0,0.0,-6.397267427316498E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",8.0,48.0,1.0,8.0,2000.0,5.0,2019.0,0.0,4.388623450930513E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",12.0,72.0,1.0,12.0,3000.0,12.0,2018.0,0.0,-2.381112492726876E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",4.0,24.0,1.0,4.0,1000.0,7.0,2019.0,0.0,5.011041022428666E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",7.0,42.0,2.0,12.0,1750.0,5.0,2019.0,0.0,5.559700431533978E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",1.0,6.0,2.0,2.0,250.0,3.0,2021.0,0.0,3.370262586074981E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","suspendido","sin cantón","sin provincia",1.0,6.0,2.0,2.0,250.0,3.0,2021.0,0.0,-5.347651277090469E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",15.0,90.0,2.0,33.0,3750.0,7.0,2019.0,0.0,8.809018717259144E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",30.0,180.0,2.0,32.0,7500.0,11.0,2018.0,0.0,-0.0056484402347066085
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","suspendido","sin cantón","sin provincia",2.0,12.0,2.0,32.0,500.0,11.0,2018.0,0.0,-3.676354854880142E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",11.0,66.0,1.0,11.0,2750.0,3.0,2019.0,0.0,3.085179663893118E-5
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",1.0,6.0,2.0,5.0,250.0,8.0,2020.0,0.0,3.5006069647787203E-4
"actividades tipo servicios","otras actividades de servicios personales","suspendido","sin cantón","sin provincia",15.0,90.0,1.0,15.0,3750.0,5.0,2019.0,0.0,8.699471049042453E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",1.0,6.0,2.0,2.0,250.0,1.0,2019.0,0.0,-9.07110918844543E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",51.0,306.0,1.0,51.0,12750.0,9.0,2019.0,0.0,-0.022806220450148285
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","suspendido","sin cantón","sin provincia",15.0,90.0,1.0,15.0,3750.0,4.0,2019.0,0.0,8.699471049042453E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",10.0,60.0,1.0,10.0,2500.0,6.0,2019.0,0.0,5.011041022428666E-4
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","suspendido","sin cantón","sin provincia",13.0,78.0,2.0,17.0,3250.0,11.0,2018.0,0.0,0.002173433702994121
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",1.0,6.0,1.0,1.0,250.0,8.0,2018.0,0.0,2.3313111997120845E-4
"servicios financieros","actividades jurídicas y de contabilidad","suspendido","sin cantón","sin provincia",9.0,54.0,1.0,9.0,2250.0,6.0,2019.0,0.0,5.011041022428666E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,4.0,2022.0,0.0,6.272506674151581E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,4.0,2022.0,0.0,6.272506674151581E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",3.0,18.0,1.0,3.0,750.0,5.0,2022.0,0.0,0.01007405858022432
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",1.0,6.0,2.0,3.0,250.0,7.0,2022.0,0.0,0.02836727984809224
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,6.0,2022.0,0.0,6.272506674151581E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,5.0,2022.0,0.0,6.272506674151581E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",3.0,18.0,1.0,3.0,750.0,4.0,2022.0,0.0,0.01007405858022432
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",3.0,18.0,2.0,4.0,750.0,7.0,2022.0,0.0,0.01007405858022432
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",1.0,6.0,2.0,4.0,250.0,7.0,2022.0,0.0,0.02836727984809224
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,6.0,2022.0,0.0,6.272506674151581E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,5.0,2022.0,0.0,0.023689894417978596
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,4.0,2022.0,0.0,6.272506674151581E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,5.0,2022.0,0.0,6.272506674151581E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,1.0,250.0,5.0,2022.0,0.0,6.272506674151581E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",3.0,18.0,1.0,3.0,750.0,6.0,2022.0,0.0,0.01007405858022432
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",3.0,18.0,1.0,3.0,750.0,7.0,2022.0,0.0,0.01007405858022432
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,6.0,2022.0,0.0,4.679801851509959E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,6.0,2022.0,0.0,2.6207083847547014E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4.0,24.0,2.0,5.0,1000.0,6.0,2022.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,6.0,2022.0,0.0,2.6207083847547014E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,30.0,1.0,5.0,1250.0,6.0,2022.0,0.0,4.679801851509959E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,7.0,2022.0,0.0,4.679801851509959E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,7.0,2022.0,0.0,2.6207083847547014E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,7.0,2022.0,0.0,2.6207083847547014E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,2.0,250.0,4.0,2022.0,0.0,3.1693677938600135E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,3.0,5.0,500.0,7.0,2022.0,0.0,5.073123403620096E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,6.0,500.0,6.0,2022.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,4.0,2022.0,0.0,4.679801851509959E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",6.0,36.0,1.0,6.0,1500.0,7.0,2022.0,0.0,4.679801851509959E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,3.0,6.0,750.0,7.0,2022.0,0.0,5.073123403620096E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,30.0,2.0,6.0,1250.0,5.0,2022.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,4.0,2022.0,0.0,2.6207083847547014E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,3.0,8.0,500.0,7.0,2022.0,0.0,5.073123403620096E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",10.0,60.0,1.0,10.0,2500.0,8.0,2022.0,0.0,4.679801851509959E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",41.0,246.0,2.0,46.0,10250.0,6.0,2022.0,0.0,-0.015166530553371072
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,12.0,3.0,11.0,500.0,2.0,2022.0,0.0,-1.0128794506973886E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,5.0,28.0,250.0,4.0,2022.0,0.0,1.9540526837298362E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,5.0,28.0,250.0,4.0,2022.0,0.0,-8.295759771064209E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,3.0,13.0,250.0,5.0,2022.0,0.0,2.304012760285818E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,3.0,10.0,500.0,6.0,2022.0,0.0,5.073123403620096E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,16.0,250.0,2.0,2021.0,0.0,1.5227421654779878E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,9.0,250.0,12.0,2020.0,0.0,7.28803637188415E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",11.0,66.0,4.0,27.0,2750.0,3.0,2022.0,0.0,1.3973238005045036E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",9.0,54.0,1.0,9.0,2250.0,11.0,2019.0,0.0,7.641932755044281E-7
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",5.0,30.0,2.0,37.0,1250.0,2.0,2021.0,0.0,9.944262633760931E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",28.0,168.0,1.0,28.0,7000.0,9.0,2019.0,0.0,-5.028049969111768E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",47.0,282.0,1.0,47.0,11750.0,12.0,2019.0,0.0,-0.0013986909185617511
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",5.0,30.0,1.0,5.0,1250.0,10.0,2019.0,0.0,8.508676857932503E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-2.4481465757579795E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,11.0,2019.0,0.0,7.641932755044281E-7
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,4.0,29.0,500.0,4.0,2022.0,0.0,6.122383262138877E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,3.0,10.0,750.0,12.0,2020.0,0.0,2.8737849217614925E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,5.0,9.0,250.0,4.0,2022.0,0.0,-2.0452134621811151E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,5.0,8.0,500.0,12.0,2020.0,0.0,-0.005399442318120773
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,5.0,8.0,250.0,12.0,2020.0,0.0,-0.005892303312661706
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,3.0,6.0,250.0,4.0,2022.0,0.0,2.304012760285818E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,12.0,3.0,7.0,500.0,4.0,2022.0,0.0,4.7840832068946244E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",11.0,66.0,4.0,34.0,2750.0,3.0,2022.0,0.0,4.906001876904932E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,3.0,4.0,250.0,9.0,2021.0,0.0,2.304012760285818E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,7.0,2021.0,0.0,-1.629202760815556E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",6.0,36.0,4.0,11.0,1500.0,2.0,2021.0,0.0,3.4154580056773316E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,12.0,3.0,4.0,500.0,4.0,2021.0,0.0,4.7840832068946244E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13.0,78.0,1.0,13.0,3250.0,10.0,2019.0,0.0,0.0020532310058045235
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,2.0,12.0,750.0,5.0,2021.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,79.0,250.0,7.0,2022.0,0.0,0.008017675804283985
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,4.0,9.0,250.0,4.0,2021.0,0.0,2.847652310308925E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,2.0,6.0,250.0,7.0,2020.0,0.0,3.857391330237565E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,6.0,31.0,500.0,5.0,2022.0,0.0,-8.23002377599291E-4
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","quito","pichincha",9.0,54.0,6.0,31.0,2250.0,5.0,2022.0,0.0,-2.4542824654210076E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,12.0,6.0,31.0,500.0,5.0,2022.0,0.0,-2.2363181584088548E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,10.0,2019.0,0.0,8.508676857932503E-6
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,3.0,37.0,750.0,7.0,2020.0,0.0,5.072379503460846E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",9.0,54.0,1.0,9.0,2250.0,10.0,2019.0,0.0,8.508676857932503E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11.0,66.0,1.0,11.0,2750.0,10.0,2019.0,0.0,8.508676857932503E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",24.0,144.0,1.0,24.0,6000.0,12.0,2019.0,0.0,-6.314211473450902E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,3.0,29.0,500.0,12.0,2021.0,0.0,4.089422406836187E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,21.0,250.0,6.0,2022.0,0.0,4.385005278934708E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",34.0,204.0,4.0,46.0,8500.0,3.0,2022.0,0.0,0.001983568008925918
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,12.0,250.0,12.0,2021.0,0.0,7.28803637188415E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",3.0,18.0,3.0,20.0,750.0,4.0,2022.0,0.0,1.6940458057641567E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,5.0,18.0,250.0,11.0,2021.0,0.0,-9.070208129307016E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,8.0,250.0,1.0,2022.0,0.0,1.5227421654779878E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,30.0,4.0,21.0,1250.0,3.0,2022.0,0.0,5.992038883435137E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12.0,72.0,1.0,12.0,3000.0,11.0,2019.0,0.0,7.641932755044281E-7
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,2.0,4.0,750.0,7.0,2019.0,0.0,6.337461776846371E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,6.0,500.0,10.0,2020.0,0.0,5.228461260615271E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,3.0,4.0,250.0,5.0,2021.0,0.0,2.304012760285818E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",9.0,54.0,2.0,10.0,2250.0,4.0,2022.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",14.0,84.0,3.0,18.0,3500.0,12.0,2021.0,0.0,6.68064458496165E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,3.0,6.0,750.0,1.0,2021.0,0.0,3.581835632233245E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,3.0,6.0,250.0,1.0,2021.0,0.0,-1.2608864953582693E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,3.0,6.0,500.0,9.0,2020.0,0.0,5.073123403620096E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,4.0,500.0,7.0,2022.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2020.0,0.0,3.3548208507827755E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,4.0,9.0,250.0,2.0,2021.0,0.0,1.3563645389220742E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",10.0,60.0,3.0,28.0,2500.0,2.0,2021.0,0.0,4.7974731173079394E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,3.0,2021.0,0.0,2.490364006050962E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,13.0,250.0,2.0,2021.0,0.0,1.5227421654779878E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,9.0,500.0,10.0,2021.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,1.0,3.0,750.0,9.0,2021.0,0.0,4.679801851509959E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,3.0,8.0,500.0,10.0,2021.0,0.0,5.073123403620096E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,4.0,250.0,10.0,2021.0,0.0,3.1693677938600135E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,3.0,500.0,2.0,2021.0,0.0,3.581835632233245E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,4.0,250.0,9.0,2020.0,0.0,3.014029936864839E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,7.0,250.0,10.0,2020.0,0.0,3.014029936864839E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,4.0,22.0,500.0,5.0,2021.0,0.0,6.122383262138877E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,9.0,250.0,7.0,2021.0,0.0,3.1693677938600135E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,5.0,250.0,11.0,2020.0,0.0,2.936585101040558E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,3.0,19.0,750.0,10.0,2020.0,0.0,6.28876088869479E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,3.0,500.0,9.0,2021.0,0.0,5.228461260615271E-4
