"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2480.0,5.0,30.0,7.0,1250.0,1.0,7.0,2019.0,2.0,1.3348208590550579
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","latacunga","cotopaxi",2481.0,2.0,12.0,7.0,500.0,1.0,7.0,2019.0,2.0,2.809814057619392
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2487.0,3.0,18.0,3.0,750.0,3.0,4.0,2019.0,1.0,1.0109031580150125
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2488.0,1.0,6.0,1.0,250.0,1.0,6.0,2019.0,1.0,0.9991229908418839
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2489.0,2.0,12.0,2.0,500.0,28.0,2.0,2019.0,1.0,1.0281094465399159
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",2494.0,3.0,18.0,3.0,750.0,6.0,4.0,2021.0,1.0,1.0482293222967067
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2497.0,2.0,12.0,2.0,500.0,18.0,7.0,2019.0,1.0,1.0218712491268755
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",2498.0,6.0,36.0,12.0,1500.0,2.0,10.0,2020.0,4.0,3.101088192933262
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2501.0,2.0,12.0,3.0,500.0,14.0,5.0,2019.0,2.0,1.8431776815350398
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",2509.0,2.0,12.0,6.0,500.0,5.0,1.0,2021.0,2.0,2.9087611641088964
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2513.0,4.0,24.0,4.0,1000.0,18.0,12.0,2018.0,1.0,1.017885760536033
"actividades comunitarias","otras actividades de servicios personales","habilitado","latacunga","cotopaxi",2515.0,6.0,36.0,10.0,1500.0,10.0,2.0,2021.0,2.0,2.4132836248981997
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2519.0,6.0,36.0,6.0,1500.0,3.0,7.0,2019.0,1.0,1.0487577308167468
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2520.0,21.0,126.0,21.0,5250.0,27.0,9.0,2019.0,1.0,1.071980478208375
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2522.0,1.0,6.0,1.0,250.0,8.0,1.0,2019.0,1.0,0.9897132864798417
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2524.0,2.0,12.0,2.0,500.0,26.0,11.0,2018.0,1.0,1.0081479912632725
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2525.0,2.0,12.0,2.0,500.0,19.0,9.0,2019.0,1.0,1.0235750085494013
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2526.0,13.0,78.0,13.0,3250.0,6.0,5.0,2019.0,1.0,1.046548421822977
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2527.0,12.0,72.0,12.0,3000.0,16.0,12.0,2019.0,1.0,1.3719385873200602
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2528.0,6.0,36.0,6.0,1500.0,17.0,7.0,2019.0,1.0,1.0483710376802131
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2530.0,26.0,156.0,26.0,6500.0,10.0,8.0,2019.0,1.0,1.0176321683456857
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2531.0,5.0,30.0,5.0,1250.0,21.0,10.0,2019.0,1.0,1.006685561654181
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2532.0,1.0,6.0,2.0,250.0,4.0,9.0,2019.0,2.0,1.5982378317212218
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2533.0,2.0,12.0,2.0,500.0,19.0,12.0,2019.0,1.0,1.0272439439513485
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2534.0,8.0,48.0,8.0,2000.0,25.0,10.0,2019.0,1.0,0.8864005958139254
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2536.0,2.0,12.0,2.0,500.0,15.0,8.0,2019.0,1.0,1.0132680925826074
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2539.0,4.0,24.0,4.0,1000.0,12.0,8.0,2019.0,1.0,1.0126393669715847
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2545.0,2.0,12.0,2.0,500.0,5.0,12.0,2019.0,1.0,1.0452970180858623
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2550.0,7.0,42.0,7.0,1750.0,28.0,11.0,2018.0,1.0,1.0274487603428364
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2553.0,41.0,246.0,41.0,10250.0,8.0,7.0,2019.0,1.0,1.2156661198450687
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2558.0,1.0,6.0,1.0,250.0,6.0,7.0,2019.0,1.0,0.9941644036380106
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2559.0,8.0,48.0,15.0,2000.0,17.0,6.0,2019.0,2.0,2.2614020544105964
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2560.0,7.0,42.0,15.0,1750.0,17.0,6.0,2019.0,2.0,1.8343857146582971
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2561.0,1.0,6.0,25.0,250.0,15.0,7.0,2019.0,3.0,2.496989891412327
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","latacunga","cotopaxi",2563.0,1.0,6.0,25.0,250.0,15.0,7.0,2019.0,3.0,2.9178093764812596
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2567.0,6.0,36.0,7.0,1500.0,22.0,6.0,2018.0,2.0,1.2263606883652622
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2568.0,10.0,60.0,13.0,2500.0,25.0,7.0,2019.0,2.0,1.4724773185271127
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2570.0,1.0,6.0,2.0,250.0,16.0,5.0,2018.0,2.0,1.6474007106198636
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2573.0,5.0,30.0,6.0,1250.0,11.0,6.0,2018.0,2.0,1.2667957033272481
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2575.0,8.0,48.0,8.0,2000.0,31.0,5.0,2018.0,1.0,1.06446510655313
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2578.0,1.0,6.0,1.0,250.0,9.0,5.0,2019.0,1.0,1.0021370392869224
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2579.0,34.0,204.0,35.0,8500.0,24.0,7.0,2019.0,2.0,1.1261344680742562
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2582.0,4.0,24.0,7.0,1000.0,7.0,5.0,2019.0,2.0,1.4333698118361875
"construcción","obras de ingeniería civil","habilitado","latacunga","cotopaxi",2583.0,3.0,18.0,7.0,750.0,7.0,5.0,2019.0,2.0,1.5958787753706796
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2584.0,2.0,12.0,2.0,500.0,5.0,9.0,2019.0,1.0,1.0210327426257075
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2585.0,1.0,6.0,1.0,250.0,14.0,9.0,2018.0,1.0,0.9936787818305541
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2586.0,4.0,24.0,4.0,1000.0,20.0,11.0,2018.0,1.0,1.0075192656522498
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2587.0,2.0,12.0,2.0,500.0,28.0,3.0,2019.0,1.0,1.0321942461532538
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2588.0,2.0,12.0,2.0,500.0,22.0,3.0,2019.0,1.0,1.006382142973039
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2589.0,2.0,12.0,2.0,500.0,31.0,5.0,2019.0,1.0,1.0383422959939574
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2591.0,1.0,6.0,1.0,250.0,27.0,8.0,2019.0,1.0,0.9772303794243138
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2592.0,1.0,6.0,1.0,250.0,12.0,11.0,2019.0,1.0,1.0027306945203103
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2594.0,34.0,204.0,34.0,8500.0,7.0,8.0,2019.0,1.0,1.0536694304673668
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2598.0,1.0,6.0,1.0,250.0,23.0,7.0,2019.0,1.0,0.9988206291973123
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2600.0,1.0,6.0,1.0,250.0,27.0,10.0,2018.0,1.0,0.9792658806554622
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2601.0,2.0,12.0,2.0,500.0,13.0,9.0,2018.0,1.0,1.007154971114674
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2602.0,1.0,6.0,1.0,250.0,5.0,6.0,2018.0,1.0,0.9885468945585538
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2603.0,1.0,6.0,1.0,250.0,24.0,5.0,2018.0,1.0,0.9855722563961402
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2605.0,3.0,18.0,3.0,750.0,22.0,8.0,2018.0,1.0,0.9884168882135649
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2608.0,6.0,36.0,7.0,1500.0,4.0,6.0,2018.0,2.0,1.2300106288175678
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2612.0,4.0,24.0,4.0,1000.0,23.0,11.0,2018.0,1.0,1.0075192656522498
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2620.0,4.0,24.0,4.0,1000.0,14.0,6.0,2018.0,1.0,0.9997187899434588
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2624.0,5.0,30.0,5.0,1250.0,29.0,8.0,2018.0,1.0,1.0088966948978717
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2628.0,3.0,18.0,3.0,750.0,23.0,7.0,2018.0,1.0,0.9967233603101571
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2629.0,2.0,12.0,2.0,500.0,1.0,6.0,2018.0,1.0,1.0603092369428717
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2631.0,29.0,174.0,29.0,7250.0,23.0,8.0,2019.0,1.0,1.038107469218617
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2633.0,7.0,42.0,7.0,1750.0,3.0,7.0,2018.0,1.0,1.0223973841757337
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2634.0,28.0,168.0,28.0,7000.0,4.0,10.0,2019.0,1.0,1.047315446287926
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2636.0,25.0,150.0,25.0,6250.0,11.0,2.0,2019.0,1.0,1.0294224710405482
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2638.0,1.0,6.0,1.0,250.0,6.0,3.0,2019.0,1.0,0.9875620227767152
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2640.0,1.0,6.0,1.0,250.0,10.0,5.0,2019.0,1.0,1.0021370392869224
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2641.0,3.0,18.0,3.0,750.0,21.0,3.0,2019.0,1.0,0.9969459757203234
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2642.0,3.0,18.0,3.0,750.0,6.0,8.0,2018.0,1.0,0.9837606626542632
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2649.0,4.0,24.0,6.0,1000.0,7.0,1.0,2019.0,2.0,1.3573713653395183
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2651.0,16.0,96.0,16.0,4000.0,9.0,7.0,2018.0,1.0,1.1192076469333054
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2653.0,8.0,48.0,8.0,2000.0,19.0,11.0,2018.0,1.0,1.0269808322927796
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2657.0,6.0,36.0,6.0,1500.0,30.0,7.0,2018.0,1.0,1.045818374202086
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2658.0,1.0,6.0,1.0,250.0,6.0,12.0,2018.0,1.0,1.0185066421699824
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2660.0,45.0,270.0,45.0,11250.0,7.0,8.0,2018.0,1.0,1.227443665105043
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2662.0,5.0,30.0,5.0,1250.0,31.0,10.0,2018.0,1.0,1.0155596412960088
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2666.0,25.0,150.0,25.0,6250.0,14.0,8.0,2018.0,1.0,1.013386072644594
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2667.0,11.0,66.0,11.0,2750.0,7.0,9.0,2019.0,1.0,1.028089555745269
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2668.0,5.0,30.0,5.0,1250.0,12.0,9.0,2018.0,1.0,1.0032021130909792
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2671.0,1.0,6.0,1.0,250.0,23.0,1.0,2019.0,1.0,0.9962642804248256
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2676.0,1.0,6.0,1.0,250.0,16.0,8.0,2019.0,1.0,0.9916432805994058
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2679.0,2.0,12.0,2.0,500.0,15.0,12.0,2018.0,1.0,1.0163803623299694
