"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_ganacias","prediction(total_ganacias)"
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,33.0,7.0,2.0,2020.0,5250.0,4435.606060606061
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,21.0,2.0,2020.0,500.0,500.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,14.0,21.0,9.0,2021.0,1000.0,579.7413793103449
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,14.0,21.0,9.0,2021.0,1000.0,579.7413793103449
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,24.0,6.0,2022.0,1000.0,1000.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,6.0,8.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,19.0,8.0,3.0,2021.0,2250.0,1457.112970711297
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,7.0,15.0,3.0,2022.0,1250.0,468.60730593607303
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,9.0,12.0,2019.0,250.0,369.9095022624434
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,3.0,9.0,12.0,2019.0,500.0,369.9095022624434
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,13.0,11.0,2019.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,19.0,22.0,10.0,2019.0,4750.0,4750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,26.0,12.0,2019.0,2750.0,1440.406976744186
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,29.0,11.0,2019.0,1500.0,1500.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,2.0,3.0,2020.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,18.0,2.0,2022.0,750.0,750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,18.0,1.0,10.0,2019.0,4500.0,4500.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,10.0,2.0,2022.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,9.0,21.0,12.0,2021.0,2250.0,2250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,10.0,22.0,12.0,2020.0,1000.0,883.3333333333334
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,24.0,30.0,12.0,2019.0,3250.0,3000.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,54.0,31.0,5.0,2021.0,13500.0,13500.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",2.0,26.0,3.0,12.0,2020.0,500.0,3000.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,8.0,6.0,3.0,2020.0,2000.0,2000.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,7.0,4.0,2022.0,1000.0,661.8421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,7.0,10.0,2019.0,4250.0,4250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,9.0,6.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,10.0,10.0,2019.0,500.0,500.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,19.0,11.0,2.0,2021.0,250.0,1687.5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,12.0,12.0,2019.0,1000.0,1000.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,7.0,13.0,7.0,2022.0,1750.0,1750.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,14.0,1.0,2020.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,14.0,4.0,2021.0,500.0,500.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,19.0,15.0,3.0,2021.0,250.0,1457.112970711297
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,8.0,15.0,7.0,2022.0,250.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,23.0,16.0,4.0,2021.0,500.0,1457.112970711297
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,22.0,16.0,8.0,2021.0,250.0,1457.112970711297
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,22.0,16.0,8.0,2021.0,2250.0,1457.112970711297
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,1.0,17.0,3.0,2021.0,250.0,250.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,18.0,7.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,20.0,7.0,2020.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,20.0,23.0,4.0,2021.0,1750.0,1457.112970711297
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,25.0,6.0,2021.0,500.0,500.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,4.0,25.0,9.0,2019.0,500.0,495.253164556962
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,4.0,25.0,9.0,2019.0,500.0,495.253164556962
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,23.0,28.0,1.0,2021.0,5750.0,5750.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,5.0,28.0,7.0,2021.0,500.0,661.8421052631579
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,28.0,7.0,2021.0,750.0,661.8421052631579
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,1.0,29.0,3.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,25.0,29.0,10.0,2019.0,6250.0,6250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,9.0,2.0,12.0,2019.0,2000.0,976.3681592039801
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,13.0,21.0,11.0,2019.0,2000.0,883.3333333333334
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,5.0,9.0,12.0,2020.0,500.0,468.60730593607303
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,9.0,23.0,2.0,2022.0,1000.0,468.60730593607303
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,15.0,30.0,11.0,2019.0,3000.0,2152.439024390244
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,15.0,30.0,11.0,2019.0,750.0,4000.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,23.0,3.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,6.0,3.0,9.0,2020.0,1500.0,1500.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,11.0,22.0,6.0,2022.0,250.0,1440.406976744186
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,19.0,11.0,2021.0,1500.0,1500.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,13.0,29.0,11.0,2021.0,3250.0,3250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,13.0,25.0,5.0,2022.0,2500.0,1440.406976744186
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,4.0,20.0,12.0,2021.0,750.0,495.253164556962
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,18.0,8.0,11.0,2021.0,4500.0,4500.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,2.0,21.0,9.0,2020.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,8.0,11.0,2019.0,1000.0,1000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,17.0,12.0,2019.0,4000.0,4000.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4.0,34.0,2.0,9.0,2021.0,750.0,2295.4545454545455
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,36.0,29.0,8.0,2019.0,5000.0,4435.606060606061
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,5.0,2.0,2020.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,4.0,21.0,10.0,2021.0,1000.0,1000.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,15.0,7.0,2020.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,2.0,21.0,6.0,2019.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,12.0,5.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,39.0,12.0,5.0,2022.0,9750.0,9750.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,3.0,8.0,2022.0,1000.0,976.3681592039801
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,22.0,9.0,2021.0,250.0,976.3681592039801
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,22.0,9.0,2021.0,1750.0,976.3681592039801
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,4.0,21.0,7.0,2022.0,750.0,495.253164556962
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,8.0,2.0,2022.0,500.0,500.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,4.0,11.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,7.0,12.0,2.0,2021.0,250.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,8.0,28.0,7.0,2020.0,1750.0,976.3681592039801
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,3.0,3.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,2.0,2.0,2021.0,500.0,369.9095022624434
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,5.0,14.0,12.0,2020.0,1250.0,1250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,4.0,5.0,2022.0,1000.0,1000.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,18.0,3.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,4.0,8.0,12.0,2021.0,500.0,334.33734939759034
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,4.0,8.0,12.0,2021.0,250.0,334.33734939759034
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,1.0,4.0,2021.0,250.0,369.9095022624434
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,3.0,1.0,4.0,2021.0,500.0,369.9095022624434
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,4.0,12.0,2021.0,250.0,369.9095022624434
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,10.0,5.0,7.0,2021.0,2500.0,2500.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,12.0,9.0,11.0,2020.0,1250.0,579.7413793103449
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,21.0,28.0,6.0,2021.0,5250.0,5250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,12.0,12.0,3.0,2020.0,1000.0,579.7413793103449
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,20.0,11.0,2.0,2020.0,500.0,1457.112970711297
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,15.0,7.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,21.0,12.0,2019.0,2000.0,2000.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,26.0,24.0,9.0,2019.0,5500.0,2140.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,26.0,24.0,9.0,2019.0,1000.0,3000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,35.0,29.0,1.0,2019.0,3250.0,4435.606060606061
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,6.0,16.0,1.0,2019.0,1250.0,661.8421052631579
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,9.0,10.0,2.0,2020.0,1250.0,976.3681592039801
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,6.0,6.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,27.0,5.0,2019.0,750.0,750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,4.0,4.0,2019.0,2500.0,2500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,33.0,17.0,10.0,2018.0,8250.0,8250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,31.0,7.0,2019.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,3.0,4.0,1.0,2019.0,250.0,369.9095022624434
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,17.0,1.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,3.0,6.0,2019.0,2750.0,2750.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,2.0,12.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,17.0,29.0,9.0,2021.0,4250.0,4250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,5.0,19.0,11.0,2019.0,250.0,661.8421052631579
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,19.0,11.0,2019.0,1000.0,661.8421052631579
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,15.0,21.0,12.0,2020.0,2000.0,1457.112970711297
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,28.0,5.0,2021.0,1500.0,1500.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,16.0,14.0,1.0,2019.0,3500.0,3500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,16.0,14.0,1.0,2019.0,500.0,2152.439024390244
