"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_ganacias","prediction(total_ganacias)"
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,29.0,7.0,2022.0,500.0,500.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,5.0,31.0,1.0,2022.0,1000.0,661.8421052631579
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,2.0,2.0,2022.0,500.0,500.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,6.0,4.0,2022.0,500.0,500.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,15.0,2.0,2022.0,1250.0,1250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,19.0,2.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,12.0,22.0,4.0,2022.0,1750.0,1440.406976744186
"actividades comunitarias","actividades de atención de la salud humana","habilitado","santo domingo","santo domingo de los tsachilas",2.0,12.0,22.0,4.0,2022.0,1250.0,1440.406976744186
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,25.0,1.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,8.0,25.0,3.0,2022.0,2000.0,2000.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,28.0,3.0,2022.0,1000.0,1000.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,3.0,31.0,3.0,2022.0,750.0,750.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,8.0,21.0,4.0,2022.0,250.0,976.3681592039801
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,7.0,2.0,2022.0,1250.0,1250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,17.0,1.0,2022.0,1250.0,1250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",1.0,6.0,7.0,1.0,2022.0,1500.0,1500.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,15.0,4.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",3.0,10.0,4.0,2.0,2022.0,1500.0,883.3333333333334
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",3.0,10.0,4.0,2.0,2022.0,250.0,883.3333333333334
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7.0,23.0,15.0,12.0,2021.0,250.0,650.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,22.0,12.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,26.0,1.0,2022.0,1000.0,1000.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,14.0,3.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,6.0,12.0,5.0,2022.0,500.0,661.8421052631579
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",2.0,6.0,12.0,5.0,2022.0,1000.0,661.8421052631579
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,18.0,5.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,18.0,24.0,2.0,2022.0,4500.0,4500.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",2.0,15.0,14.0,1.0,2022.0,1500.0,3500.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,3.0,7.0,5.0,2022.0,500.0,369.9095022624434
"actividades comunitarias","actividades de atención de la salud humana","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,12.0,11.0,2021.0,1250.0,1250.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,20.0,1.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,27.0,1.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,16.0,12.0,2021.0,500.0,500.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,29.0,12.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,13.0,28.0,1.0,2022.0,3250.0,3250.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,12.0,1.0,2022.0,1000.0,1000.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,15.0,1.0,2022.0,500.0,500.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,10.0,23.0,1.0,2022.0,2500.0,2500.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,26.0,3.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,2.0,26.0,3.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,2.0,4.0,4.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",2.0,3.0,17.0,2.0,2022.0,250.0,369.9095022624434
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,10.0,3.0,2.0,2020.0,2500.0,2500.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,5.0,3.0,5.0,2022.0,500.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,29.0,4.0,2.0,2020.0,3750.0,4435.606060606061
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",4.0,5.0,7.0,7.0,2022.0,500.0,468.60730593607303
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",5.0,5.0,21.0,9.0,2021.0,250.0,468.60730593607303
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",5.0,5.0,21.0,9.0,2021.0,250.0,468.60730593607303
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",5.0,5.0,21.0,9.0,2021.0,250.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,27.0,9.0,2021.0,250.0,250.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayaquil","guayas",2.0,3.0,8.0,3.0,2021.0,250.0,369.9095022624434
"productos textiles, cuero y calzado","fabricación de productos textiles","habilitado","guayaquil","guayas",1.0,1.0,25.0,11.0,2019.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,30.0,8.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",2.0,2.0,18.0,3.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,4.0,3.0,2021.0,250.0,250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",3.0,4.0,15.0,12.0,2020.0,250.0,334.33734939759034
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",3.0,4.0,15.0,12.0,2020.0,250.0,334.33734939759034
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,2.0,21.0,12.0,2021.0,500.0,500.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,2.0,26.0,7.0,2022.0,500.0,500.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",4.0,15.0,31.0,5.0,2021.0,2750.0,1457.112970711297
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",4.0,15.0,31.0,5.0,2021.0,500.0,1457.112970711297
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,6.0,12.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,7.0,3.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,3.0,10.0,7.0,2021.0,250.0,250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",3.0,3.0,10.0,7.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,3.0,12.0,8.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,3.0,12.0,8.0,2021.0,250.0,250.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayaquil","guayas",3.0,3.0,12.0,8.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,2.0,13.0,4.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",4.0,25.0,13.0,9.0,2019.0,5250.0,1457.112970711297
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",4.0,25.0,13.0,9.0,2019.0,500.0,1457.112970711297
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",4.0,25.0,13.0,9.0,2019.0,250.0,1457.112970711297
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",4.0,25.0,13.0,9.0,2019.0,250.0,1457.112970711297
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",1.0,1.0,20.0,9.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,4.0,21.0,7.0,2021.0,500.0,334.33734939759034
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,4.0,21.0,7.0,2021.0,250.0,334.33734939759034
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",3.0,4.0,21.0,7.0,2021.0,250.0,334.33734939759034
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,23.0,9.0,2020.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",4.0,10.0,24.0,8.0,2021.0,1750.0,579.7413793103449
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,25.0,9.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",2.0,2.0,31.0,3.0,2021.0,250.0,250.0
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",1.0,1.0,23.0,2.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,3.0,1.0,12.0,2021.0,250.0,369.9095022624434
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,26.0,11.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,3.0,17.0,3.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,3.0,17.0,3.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,25.0,11.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,10.0,12.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,2.0,29.0,10.0,2020.0,500.0,500.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,16.0,5.0,2.0,2020.0,250.0,1457.112970711297
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,16.0,5.0,2.0,2020.0,1000.0,1457.112970711297
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",5.0,12.0,19.0,8.0,2021.0,500.0,579.7413793103449
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",5.0,12.0,19.0,8.0,2021.0,500.0,579.7413793103449
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayaquil","guayas",5.0,12.0,19.0,8.0,2021.0,250.0,579.7413793103449
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,15.0,6.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,4.0,3.0,12.0,2021.0,500.0,495.253164556962
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",2.0,4.0,3.0,12.0,2021.0,500.0,495.253164556962
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,2.0,22.0,2.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,4.0,1.0,10.0,2021.0,500.0,334.33734939759034
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,21.0,4.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,3.0,5.0,7.0,2021.0,500.0,369.9095022624434
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",2.0,3.0,5.0,7.0,2021.0,250.0,369.9095022624434
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,2.0,11.0,3.0,2021.0,500.0,500.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,30.0,10.0,2019.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,2.0,12.0,11.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,11.0,9.0,2020.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,2.0,10.0,11.0,2021.0,250.0,250.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayaquil","guayas",2.0,2.0,10.0,11.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,26.0,2.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,13.0,7.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,6.0,16.0,11.0,2021.0,250.0,468.60730593607303
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,2.0,6.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",5.0,5.0,21.0,12.0,2020.0,250.0,468.60730593607303
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayaquil","guayas",5.0,5.0,21.0,12.0,2020.0,250.0,468.60730593607303
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",5.0,5.0,21.0,12.0,2020.0,250.0,468.60730593607303
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",5.0,5.0,21.0,12.0,2020.0,250.0,468.60730593607303
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",5.0,5.0,21.0,12.0,2020.0,250.0,468.60730593607303
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayaquil","guayas",4.0,4.0,16.0,3.0,2021.0,250.0,250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",4.0,4.0,16.0,3.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,3.0,25.0,5.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","guayaquil","guayas",3.0,3.0,25.0,5.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",5.0,5.0,26.0,4.0,2021.0,250.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,12.0,3.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,19.0,5.0,8.0,2019.0,500.0,1457.112970711297
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,20.0,16.0,10.0,2019.0,3000.0,1457.112970711297
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,2.0,13.0,3.0,2022.0,500.0,500.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,3.0,2.0,7.0,2021.0,250.0,250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",3.0,15.0,14.0,2.0,2019.0,2000.0,1457.112970711297
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",5.0,13.0,26.0,4.0,2019.0,1750.0,579.7413793103449
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,14.0,8.0,2020.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,8.0,23.0,8.0,2021.0,750.0,468.60730593607303
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,8.0,23.0,8.0,2021.0,250.0,468.60730593607303
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",3.0,8.0,23.0,8.0,2021.0,1000.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",3.0,6.0,4.0,5.0,2021.0,750.0,468.60730593607303
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,6.0,4.0,5.0,2021.0,500.0,468.60730593607303
"actividades de salud","actividades de atención de la salud humana","habilitado","guayaquil","guayas",3.0,4.0,12.0,7.0,2021.0,500.0,334.33734939759034
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,8.0,24.0,1.0,2020.0,2000.0,2000.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",2.0,15.0,31.0,7.0,2020.0,1000.0,2140.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",4.0,6.0,28.0,8.0,2021.0,250.0,468.60730593607303
"actividades comunitarias","actividades de atención de la salud humana","habilitado","guayaquil","guayas",4.0,6.0,28.0,8.0,2021.0,250.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,21.0,11.0,6.0,2022.0,5250.0,5250.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayaquil","guayas",2.0,2.0,22.0,11.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,18.0,1.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,13.0,11.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,28.0,12.0,2020.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",3.0,3.0,4.0,8.0,2020.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","guayaquil","guayas",1.0,1.0,30.0,10.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",1.0,1.0,19.0,2.0,2019.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,17.0,2.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,5.0,7.0,9.0,2021.0,1000.0,661.8421052631579
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,2.0,6.0,8.0,2021.0,500.0,500.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",3.0,3.0,8.0,3.0,2021.0,250.0,250.0
"servicios financieros","actividades jurídicas y de contabilidad","desconocido","quito","pichincha",3.0,3.0,8.0,3.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,23.0,9.0,2019.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,26.0,12.0,2019.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,8.0,7.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,3.0,12.0,4.0,2021.0,500.0,369.9095022624434
"servicios financieros","actividades jurídicas y de contabilidad","desconocido","quito","pichincha",2.0,3.0,12.0,4.0,2021.0,250.0,369.9095022624434
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,13.0,5.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,2.0,28.0,4.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",2.0,2.0,28.0,4.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",3.0,8.0,30.0,12.0,2019.0,250.0,468.60730593607303
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",3.0,8.0,30.0,12.0,2019.0,1250.0,468.60730593607303
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,31.0,5.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,2.0,2.0,2.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",4.0,13.0,7.0,10.0,2019.0,1250.0,579.7413793103449
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",4.0,13.0,7.0,10.0,2019.0,500.0,579.7413793103449
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,3.0,7.0,10.0,2021.0,750.0,750.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,2.0,10.0,7.0,2021.0,250.0,250.0
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","desconocido","quito","pichincha",2.0,2.0,10.0,7.0,2021.0,250.0,250.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","desconocido","quito","pichincha",1.0,1.0,13.0,4.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,18.0,6.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,2.0,18.0,7.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,19.0,3.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",3.0,3.0,22.0,5.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,24.0,6.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,25.0,1.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,27.0,2.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",2.0,4.0,17.0,12.0,2021.0,500.0,495.253164556962
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",2.0,2.0,5.0,1.0,2022.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,3.0,9.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,30.0,3.0,2021.0,250.0,250.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,18.0,8.0,2021.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,23.0,7.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,24.0,2.0,2022.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,3.0,3.0,2021.0,250.0,250.0
"servicios financieros","actividades jurídicas y de contabilidad","desconocido","quito","pichincha",4.0,4.0,13.0,3.0,2021.0,250.0,250.0
