"area_familia","modalidad","fecha","canton","provincia","id_fact_oc_cp","id_razon_social","id_fecha","dia","tipo","especialidad_sector","curso_perfil","razon_social","estado","tipo_razon_social","fecha_resolucion","id_curso_perfil","carga_horaria","costo","mes","anio","num_cap_cer","total_ganancias","prediction(total_horas)"
"tecnologías de la información y comunicación","presencial","31-12-2021","guayaquil","guayas",138.0,348.0,6.0,31.0,"curso","software especializado","sistema de información geográfica - sig","captecsol s.a.","calificado","operador de capacitación","5/11/2021",1873.0,40.0,550.0,12.0,2021.0,69.59102674719585,32518.159058849335,2760.0
"tecnologías de la información y comunicación","presencial","MISSING","guayaquil","guayas",2152.0,348.0,2143.0,28.0,"curso","programas de escritorio","excel intermedio","captecsol s.a.","calificado","operador de capacitación","5/11/2021",1865.0,20.0,295.0,2.0,2023.0,69.59102674719585,32518.159058849335,1034.9791666666667
"procesos industriales","presencial","31-12-2021","quito","pichincha",139.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","acoso laboral/mobbing laboral","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1167.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",140.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigada contra incendios","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1160.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",141.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigada de primeros auxilios","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1158.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"educación y capacitación","presencial","31-12-2021","quito","pichincha",142.0,371.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en seguridad y salud ocupacional","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1151.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,3240.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",143.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","fundamentos de la seguridad y salud en el trabajo","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1165.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",144.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","gestión de riesgos laborales","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1166.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",145.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","legislación y normativa de seguridad y salud del trabajo","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1171.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",146.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","reglamento de seguridad y salud - organismos paritarios","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1169.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",147.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","seguridad, salud ocupacional y riesgos de trabajo en la construcción","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1157.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"administración y legislación","presencial","31-12-2021","quito","pichincha",148.0,371.0,6.0,31.0,"curso","gestión del talento humano","trabajo en equipo","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1179.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,1920.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",149.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","trabajos en espacios confinados","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1188.0,24.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,1752.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",150.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","trabajos en espacios confinados","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1189.0,32.0,528.64,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",151.0,371.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","trabajos en espacios confinados","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1190.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,2640.0
"educación y capacitación","presencial","31-12-2021","quito","pichincha",152.0,371.0,6.0,31.0,"curso","capacitación","vigilancia de la salud en el trabajo","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1155.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,3240.0
"educación y capacitación","presencial","MISSING","quito","pichincha",2133.0,371.0,2142.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en seguridad y salud ocupacional","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1151.0,40.0,275.03492063492047,1.0,2023.0,69.59102674719585,32518.159058849335,3240.0
"procesos industriales","presencial","MISSING","quito","pichincha",2073.0,371.0,2142.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","gestión de riesgos laborales","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1166.0,40.0,528.8000000000001,1.0,2023.0,69.59102674719585,32518.159058849335,2640.0
"administración y legislación","presencial","MISSING","quito","pichincha",2000.0,371.0,2142.0,31.0,"curso","gestión del talento humano","trabajo en equipo","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1179.0,40.0,275.03492063492047,1.0,2023.0,69.59102674719585,32518.159058849335,1920.0
"educación y capacitación","presencial","MISSING","quito","pichincha",2012.0,371.0,2143.0,28.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en seguridad y salud ocupacional","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1151.0,40.0,275.03492063492047,2.0,2023.0,69.59102674719585,32518.159058849335,3240.0
"educación y capacitación","presencial","MISSING","quito","pichincha",2009.0,371.0,2143.0,28.0,"curso","capacitación","vigilancia de la salud en el trabajo","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1155.0,40.0,275.03492063492047,2.0,2023.0,69.59102674719585,32518.159058849335,3240.0
"procesos industriales","presencial","31-12-2019","quito","pichincha",1001.0,371.0,4.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","gestión de riesgos laborales","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",1166.0,40.0,528.8000000000001,12.0,2019.0,69.59102674719585,32518.159058849335,2640.0
"servicios socioculturales y a la comunidad","presencial","31-12-2021","quito","pichincha",153.0,403.0,6.0,31.0,"curso","salud y medicina","cuidado al adulto mayor","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",2758.0,100.0,1652.0,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"servicios socioculturales y a la comunidad","presencial","MISSING","quito","pichincha",1965.0,403.0,2142.0,31.0,"curso","salud y medicina","cuidado al adulto mayor","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",2758.0,100.0,1652.0,1.0,2023.0,69.59102674719585,32518.159058849335,8580.0
"servicios socioculturales y a la comunidad","presencial","31-12-2019","quito","pichincha",1002.0,403.0,4.0,31.0,"curso","salud y medicina","cuidado al adulto mayor","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",2758.0,100.0,1652.0,12.0,2019.0,69.59102674719585,32518.159058849335,8580.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",154.0,417.0,6.0,31.0,"curso","programas de escritorio","excel intermedio","centro caec","calificado","operador de capacitación","5/11/2021",4583.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2730.0
"tecnologías de la información y comunicación","presencial","31-12-2019","quito","pichincha",1003.0,417.0,4.0,31.0,"curso","programas de escritorio","excel intermedio","centro caec","calificado","operador de capacitación","5/11/2021",4583.0,40.0,275.03492063492047,12.0,2019.0,69.59102674719585,32518.159058849335,2730.0
"alimentación gastronomía y turismo","presencial","31-12-2021","daule","guayas",155.0,440.0,6.0,31.0,"curso","cocina nacional e internacional","cocina profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2606.0,312.0,34.32,12.0,2021.0,69.59102674719585,32518.159058849335,13728.0
"alimentación gastronomía y turismo","presencial","31-12-2021","daule","guayas",156.0,440.0,6.0,31.0,"curso","elaboración tecnología y producción de alimentos","higiene y seguridad alimentaria","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2611.0,40.0,550.0,12.0,2021.0,69.59102674719585,32518.159058849335,18720.0
"alimentación gastronomía y turismo","presencial","31-12-2021","daule","guayas",157.0,440.0,6.0,31.0,"curso","panadería y pastelería","panadería profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2610.0,120.0,2799.6,12.0,2021.0,69.59102674719585,32518.159058849335,18720.0
"alimentación gastronomía y turismo","presencial","31-12-2021","daule","guayas",158.0,440.0,6.0,31.0,"curso","panadería y pastelería","pastelería profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2607.0,312.0,7419.360000000001,12.0,2021.0,69.59102674719585,32518.159058849335,18720.0
"alimentación gastronomía y turismo","presencial","MISSING","daule","guayas",1943.0,440.0,2142.0,31.0,"curso","panadería y pastelería","pastelería profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2607.0,312.0,7419.360000000001,1.0,2023.0,69.59102674719585,32518.159058849335,18720.0
"alimentación gastronomía y turismo","presencial","31-12-2018","daule","guayas",836.0,440.0,3.0,31.0,"curso","cocina nacional e internacional","cocina profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2606.0,312.0,34.32,12.0,2018.0,69.59102674719585,32518.159058849335,13728.0
"alimentación gastronomía y turismo","presencial","31-12-2018","daule","guayas",837.0,440.0,3.0,31.0,"curso","panadería y pastelería","pastelería profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2607.0,312.0,7419.360000000001,12.0,2018.0,69.59102674719585,32518.159058849335,18720.0
"alimentación gastronomía y turismo","presencial","MISSING","daule","guayas",1985.0,440.0,2143.0,28.0,"curso","cocina nacional e internacional","cocina profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2606.0,312.0,34.32,2.0,2023.0,69.59102674719585,32518.159058849335,13728.0
"alimentación gastronomía y turismo","presencial","MISSING","daule","guayas",1964.0,440.0,2143.0,28.0,"curso","panadería y pastelería","pastelería profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2607.0,312.0,7419.360000000001,2.0,2023.0,69.59102674719585,32518.159058849335,18720.0
"alimentación gastronomía y turismo","presencial","31-12-2019","daule","guayas",1004.0,440.0,4.0,31.0,"curso","cocina nacional e internacional","cocina profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2606.0,312.0,34.32,12.0,2019.0,69.59102674719585,32518.159058849335,13728.0
"alimentación gastronomía y turismo","presencial","31-12-2019","daule","guayas",1005.0,440.0,4.0,31.0,"curso","panadería y pastelería","pastelería profesional","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",2607.0,312.0,7419.360000000001,12.0,2019.0,69.59102674719585,32518.159058849335,18720.0
