"razon_social","estado","fecha_resolucion","canton","provincia","id_fact_oec_rs","id_razon_social","id_fecha","fecha","tipo_razon_social","volumen_cer","volumen_horas","volumen_ganancias","total_perfiles","dia","mes","anio","volumen_porcentaje_asistencia","prediction(volumen_porcentaje_asistencia)"
"MISSING","habilitado","MISSING","MISSING","MISSING",3431.0,1494.0,1861.0,"27-04-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,27.0,4.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3319.0,1494.0,205.0,"03-11-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,3.0,11.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3313.0,1494.0,83.0,"02-02-2021","organismo evaluador de la conformidad",13.0,78.0,3250.0,2.0,2.0,2.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3384.0,1494.0,1208.0,"18-02-2019","organismo evaluador de la conformidad",16.0,96.0,4000.0,1.0,18.0,2.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3414.0,1494.0,1659.0,"24-06-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,24.0,6.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3422.0,1494.0,1745.0,"25-09-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,9.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3410.0,1494.0,1614.0,"23-10-2018","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,23.0,10.0,2018.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3446.0,1494.0,2132.0,"31-08-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,31.0,8.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3434.0,1494.0,1895.0,"27-10-2020","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,27.0,10.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3418.0,1494.0,1695.0,"24-12-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,24.0,12.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3334.0,1494.0,424.0,"06-11-2020","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,6.0,11.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3370.0,1494.0,1015.0,"15-05-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,15.0,5.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3398.0,1494.0,1407.0,"20-11-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,20.0,11.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3366.0,1494.0,944.0,"14-04-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,14.0,4.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3369.0,1494.0,1009.0,"15-04-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,15.0,4.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3409.0,1494.0,1601.0,"23-08-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,8.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3386.0,1494.0,1234.0,"18-07-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,18.0,7.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3403.0,1494.0,1519.0,"22-06-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,22.0,6.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3436.0,1494.0,1907.0,"27-12-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,27.0,12.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3317.0,1494.0,174.0,"03-06-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,3.0,6.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3324.0,1494.0,318.0,"05-05-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,5.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3327.0,1494.0,352.0,"05-11-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,11.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3357.0,1494.0,736.0,"11-05-2019","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,11.0,5.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3338.0,1494.0,468.0,"07-07-2021","organismo evaluador de la conformidad",7.0,42.0,1750.0,1.0,7.0,7.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3402.0,1494.0,1498.0,"22-02-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,22.0,2.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3321.0,1494.0,267.0,"04-09-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,4.0,9.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3367.0,1494.0,987.0,"14-12-2020","organismo evaluador de la conformidad",14.0,84.0,3500.0,2.0,14.0,12.0,2020.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3368.0,1494.0,1005.0,"15-03-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,3.0,15.0,3.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3441.0,1494.0,1992.0,"29-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,29.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3337.0,1494.0,455.0,"07-05-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,7.0,5.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3375.0,1494.0,1085.0,"16-05-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,16.0,5.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3419.0,1494.0,1715.0,"25-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3332.0,1494.0,386.0,"06-04-2022","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,6.0,4.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3339.0,1494.0,487.0,"07-10-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,7.0,10.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3352.0,1494.0,702.0,"10-11-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,11.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3356.0,1494.0,727.0,"11-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,11.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3372.0,1494.0,1025.0,"15-07-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,15.0,7.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3379.0,1494.0,1134.0,"17-01-2022","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,17.0,1.0,2022.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3399.0,1494.0,1432.0,"21-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,21.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3405.0,1494.0,1564.0,"23-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3421.0,1494.0,1737.0,"25-07-2022","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,25.0,7.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3346.0,1494.0,630.0,"09-11-2020","organismo evaluador de la conformidad",12.0,72.0,3000.0,3.0,9.0,11.0,2020.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3350.0,1494.0,673.0,"10-06-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,6.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3383.0,1494.0,1190.0,"17-11-2020","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,17.0,11.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3341.0,1494.0,510.0,"08-02-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,8.0,2.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3362.0,1494.0,867.0,"13-02-2021","organismo evaluador de la conformidad",5.0,30.0,1250.0,2.0,13.0,2.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3374.0,1494.0,1076.0,"16-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,16.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3429.0,1494.0,1842.0,"27-01-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,27.0,1.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3420.0,1494.0,1723.0,"25-05-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,5.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3359.0,1494.0,763.0,"11-09-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,2.0,11.0,9.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3416.0,1494.0,1672.0,"24-08-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,24.0,8.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3306.0,1494.0,10.0,"01-01-2021","organismo evaluador de la conformidad",14.0,84.0,3500.0,2.0,1.0,1.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3307.0,1494.0,17.0,"01-02-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,1.0,2.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3309.0,1494.0,30.0,"01-05-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,1.0,5.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3311.0,1494.0,51.0,"01-09-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,1.0,9.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3312.0,1494.0,65.0,"01-11-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,1.0,11.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3314.0,1494.0,90.0,"02-03-2021","organismo evaluador de la conformidad",7.0,42.0,1750.0,2.0,2.0,3.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3315.0,1494.0,134.0,"02-11-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,2.0,11.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3318.0,1494.0,188.0,"03-08-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,3.0,8.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3320.0,1494.0,221.0,"04-01-2021","organismo evaluador de la conformidad",13.0,78.0,3250.0,2.0,4.0,1.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3323.0,1494.0,302.0,"05-02-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,5.0,2.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3325.0,1494.0,335.0,"05-08-2020","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,5.0,8.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3326.0,1494.0,342.0,"05-09-2020","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,5.0,9.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3329.0,1494.0,364.0,"06-01-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,6.0,1.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3330.0,1494.0,366.0,"06-01-2021","organismo evaluador de la conformidad",9.0,54.0,2250.0,2.0,6.0,1.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3331.0,1494.0,380.0,"06-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,6.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3335.0,1494.0,442.0,"07-02-2022","organismo evaluador de la conformidad",34.0,204.0,8500.0,1.0,7.0,2.0,2022.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","MISSING","MISSING",3336.0,1494.0,447.0,"07-03-2021","organismo evaluador de la conformidad",5.0,30.0,1250.0,2.0,7.0,3.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3340.0,1494.0,494.0,"07-11-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,7.0,11.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3342.0,1494.0,580.0,"09-02-2021","organismo evaluador de la conformidad",19.0,114.0,4750.0,2.0,9.0,2.0,2021.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","MISSING","MISSING",3343.0,1494.0,581.0,"09-02-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,9.0,2.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3344.0,1494.0,603.0,"09-06-2022","organismo evaluador de la conformidad",3.0,18.0,750.0,1.0,9.0,6.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3345.0,1494.0,624.0,"09-10-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,9.0,10.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3347.0,1494.0,644.0,"10-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3349.0,1494.0,651.0,"10-02-2022","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,10.0,2.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3351.0,1494.0,685.0,"10-08-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,8.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3354.0,1494.0,720.0,"11-02-2021","organismo evaluador de la conformidad",8.0,48.0,2000.0,2.0,11.0,2.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3355.0,1494.0,721.0,"11-02-2022","organismo evaluador de la conformidad",4.0,24.0,1000.0,1.0,11.0,2.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3360.0,1494.0,788.0,"12-01-2021","organismo evaluador de la conformidad",15.0,90.0,3750.0,2.0,12.0,1.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3361.0,1494.0,789.0,"12-01-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,12.0,1.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3363.0,1494.0,868.0,"13-02-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,13.0,2.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3364.0,1494.0,928.0,"14-01-2021","organismo evaluador de la conformidad",11.0,66.0,2750.0,2.0,14.0,1.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3376.0,1494.0,1087.0,"16-05-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,16.0,5.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3382.0,1494.0,1173.0,"17-08-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,17.0,8.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3387.0,1494.0,1254.0,"18-10-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,18.0,10.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3388.0,1494.0,1274.0,"19-01-2021","organismo evaluador de la conformidad",34.0,204.0,8500.0,2.0,19.0,1.0,2021.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","MISSING","MISSING",3389.0,1494.0,1281.0,"19-02-2022","organismo evaluador de la conformidad",6.0,36.0,1500.0,1.0,19.0,2.0,2022.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3390.0,1494.0,1294.0,"19-05-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,19.0,5.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3394.0,1494.0,1327.0,"19-10-2020","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,19.0,10.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3396.0,1494.0,1344.0,"20-01-2021","organismo evaluador de la conformidad",22.0,132.0,5500.0,2.0,20.0,1.0,2021.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","MISSING","MISSING",3404.0,1494.0,1557.0,"22-12-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,22.0,12.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3406.0,1494.0,1570.0,"23-02-2021","organismo evaluador de la conformidad",19.0,114.0,4750.0,2.0,23.0,2.0,2021.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","MISSING","MISSING",3413.0,1494.0,1656.0,"24-05-2021","organismo evaluador de la conformidad",7.0,42.0,1750.0,2.0,24.0,5.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3415.0,1494.0,1667.0,"24-07-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,24.0,7.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3425.0,1494.0,1759.0,"25-11-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,25.0,11.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3426.0,1494.0,1771.0,"26-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,26.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3430.0,1494.0,1843.0,"27-01-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,27.0,1.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3433.0,1494.0,1876.0,"27-07-2020","organismo evaluador de la conformidad",7.0,42.0,1750.0,2.0,27.0,7.0,2020.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3437.0,1494.0,1913.0,"28-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,28.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3438.0,1494.0,1914.0,"28-01-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,28.0,1.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3439.0,1494.0,1949.0,"28-07-2022","organismo evaluador de la conformidad",5.0,30.0,1250.0,1.0,28.0,7.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3440.0,1494.0,1991.0,"29-03-2021","organismo evaluador de la conformidad",16.0,96.0,4000.0,2.0,29.0,3.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3949.0,1728.0,26.0,"01-04-2021","organismo evaluador de la conformidad",6.0,36.0,1500.0,2.0,1.0,4.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","MISSING","MISSING","MISSING",3981.0,1728.0,348.0,"05-10-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,10.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3995.0,1728.0,479.0,"07-09-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,7.0,9.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3973.0,1728.0,308.0,"05-03-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,5.0,3.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","MISSING","MISSING","MISSING",3988.0,1728.0,406.0,"06-08-2019","organismo evaluador de la conformidad",29.0,174.0,7250.0,1.0,6.0,8.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","MISSING","MISSING","MISSING",4007.0,1728.0,612.0,"09-08-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,9.0,8.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",4054.0,1728.0,1109.0,"16-09-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,16.0,9.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",4122.0,1728.0,1793.0,"26-05-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,26.0,5.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3956.0,1728.0,72.0,"01-12-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,1.0,12.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3958.0,1728.0,104.0,"02-06-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,2.0,6.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","MISSING","MISSING","MISSING",3974.0,1728.0,312.0,"05-04-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,4.0,2019.0,0.0,0.03726585106779755
