id_fact_oc_rs,id_razon_social,id_fecha,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
235,764,6,31-12-2021,31,12,2021,estrella castro sebastian benigno,calificado,operador de capacitación,27-07-2021,francisco de orellana,sin provincia
236,768,6,31-12-2021,31,12,2021,f&e ecuatoriana s.a.,calificado,operador de capacitación,28-12-2021,guayaquil,guayas
248,829,6,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
247,829,4,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
333,829,2142,31-01-2023,31,1,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
334,829,2143,28-02-2023,28,2,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
249,834,6,31-12-2021,31,12,2021,fundacion benefica accion solidaria,calificado,operador de capacitación,9/11/2021,guayaquil,guayas
335,834,2143,28-02-2023,28,2,2023,fundacion benefica accion solidaria,calificado,operador de capacitación,9/11/2021,guayaquil,guayas
250,84,6,31-12-2021,31,12,2021,anaya centro de formacion style & beauty care,calificado,operador de capacitación,23-05-2021,quito,pichincha
290,84,2143,28-02-2023,28,2,2023,anaya centro de formacion style & beauty care,calificado,operador de capacitación,23-05-2021,quito,pichincha
253,844,6,31-12-2021,31,12,2021,fundacion criterium,calificado,operador de capacitación,29-03-2021,quito,pichincha
255,847,6,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
336,847,2143,28-02-2023,28,2,2023,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
256,849,6,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
337,849,2142,31-01-2023,31,1,2023,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
338,849,2143,28-02-2023,28,2,2023,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
257,851,6,31-12-2021,31,12,2021,fundacion ecuador,calificado,operador de capacitación,21-10-2021,guayaquil,guayas
258,854,6,31-12-2021,31,12,2021,fundacion emprender el futuro,calificado,operador de capacitación,20-07-2021,rumiñahui,pichincha
259,863,6,31-12-2021,31,12,2021,fundacion rio guayas,calificado,operador de capacitación,15-10-2021,guayaquil,guayas
339,863,2142,31-01-2023,31,1,2023,fundacion rio guayas,calificado,operador de capacitación,15-10-2021,guayaquil,guayas
340,863,2143,28-02-2023,28,2,2023,fundacion rio guayas,calificado,operador de capacitación,15-10-2021,guayaquil,guayas
260,868,6,31-12-2021,31,12,2021,fundacion tainate huasi,calificado,operador de capacitación,14-12-2021,cayambe,pichincha
341,868,2142,31-01-2023,31,1,2023,fundacion tainate huasi,calificado,operador de capacitación,14-12-2021,cayambe,pichincha
342,868,2143,28-02-2023,28,2,2023,fundacion tainate huasi,calificado,operador de capacitación,14-12-2021,cayambe,pichincha
264,871,6,31-12-2021,31,12,2021,fundación cooperación y desarrollo,calificado,operador de capacitación,23-05-2021,quito,pichincha
262,871,3,31-12-2018,31,12,2018,fundación cooperación y desarrollo,calificado,operador de capacitación,23-05-2021,quito,pichincha
263,871,4,31-12-2019,31,12,2019,fundación cooperación y desarrollo,calificado,operador de capacitación,23-05-2021,quito,pichincha
344,871,2142,31-01-2023,31,1,2023,fundación cooperación y desarrollo,calificado,operador de capacitación,23-05-2021,quito,pichincha
345,871,2143,28-02-2023,28,2,2023,fundación cooperación y desarrollo,calificado,operador de capacitación,23-05-2021,quito,pichincha
265,876,6,31-12-2021,31,12,2021,funpipe,calificado,operador de capacitación,22-12-2021,portoviejo,manabi
266,899,6,31-12-2021,31,12,2021,garcia villamarin marcia soledad,calificado,operador de capacitación,15-12-2021,quito,pichincha
346,899,2143,28-02-2023,28,2,2023,garcia villamarin marcia soledad,calificado,operador de capacitación,15-12-2021,quito,pichincha
270,908,6,31-12-2021,31,12,2021,gerinterpro cia ltda,calificado,operador de capacitación,24-08-2021,quito,pichincha
268,908,3,31-12-2018,31,12,2018,gerinterpro cia ltda,calificado,operador de capacitación,24-08-2021,quito,pichincha
269,908,4,31-12-2019,31,12,2019,gerinterpro cia ltda,calificado,operador de capacitación,24-08-2021,quito,pichincha
347,908,2142,31-01-2023,31,1,2023,gerinterpro cia ltda,calificado,operador de capacitación,24-08-2021,quito,pichincha
348,908,2143,28-02-2023,28,2,2023,gerinterpro cia ltda,calificado,operador de capacitación,24-08-2021,quito,pichincha
271,913,6,31-12-2021,31,12,2021,get total getcons cia.ltda.,calificado,operador de capacitación,14-10-2021,quito,pichincha
274,943,6,31-12-2021,31,12,2021,granda gualpa darwin patricio,calificado,operador de capacitación,14-12-2021,latacunga,cotopaxi
273,943,4,31-12-2019,31,12,2019,granda gualpa darwin patricio,calificado,operador de capacitación,14-12-2021,latacunga,cotopaxi
349,943,2142,31-01-2023,31,1,2023,granda gualpa darwin patricio,calificado,operador de capacitación,14-12-2021,latacunga,cotopaxi
350,943,2143,28-02-2023,28,2,2023,granda gualpa darwin patricio,calificado,operador de capacitación,14-12-2021,latacunga,cotopaxi
276,956,6,31-12-2021,31,12,2021,gualli panchi silvana del rocio,calificado,operador de capacitación,29-11-2021,riobamba,chimborazo
351,956,2142,31-01-2023,31,1,2023,gualli panchi silvana del rocio,calificado,operador de capacitación,29-11-2021,riobamba,chimborazo
280,984,6,31-12-2021,31,12,2021,guevara aguilar yesenia del carmen,calificado,operador de capacitación,30-12-2021,pastaza,pastaza
278,984,3,31-12-2018,31,12,2018,guevara aguilar yesenia del carmen,calificado,operador de capacitación,30-12-2021,pastaza,pastaza
279,984,4,31-12-2019,31,12,2019,guevara aguilar yesenia del carmen,calificado,operador de capacitación,30-12-2021,pastaza,pastaza
63,1452,3,31-12-2018,31,12,2018,ministerio de produccion comercio exterior inversiones y pesca,calificado,operador de capacitación,27-06-2022,quito,pichincha
64,1452,7,31-12-2022,31,12,2022,ministerio de produccion comercio exterior inversiones y pesca,calificado,operador de capacitación,27-06-2022,quito,pichincha
62,1452,2,31-12-2017,31,12,2017,ministerio de produccion comercio exterior inversiones y pesca,calificado,operador de capacitación,27-06-2022,quito,pichincha
84,1587,3,31-12-2018,31,12,2018,nuñez castro amanda maricela,calificado,operador de capacitación,8/4/2022,ambato,tungurahua
85,1587,7,31-12-2022,31,12,2022,nuñez castro amanda maricela,calificado,operador de capacitación,8/4/2022,ambato,tungurahua
376,1587,2142,31-01-2023,31,1,2023,nuñez castro amanda maricela,calificado,operador de capacitación,8/4/2022,ambato,tungurahua
111,188,3,31-12-2018,31,12,2018,ballen murcia martha cecilia,calificado,operador de capacitación,7/1/2022,quito,pichincha
113,188,7,31-12-2022,31,12,2022,ballen murcia martha cecilia,calificado,operador de capacitación,7/1/2022,quito,pichincha
112,188,4,31-12-2019,31,12,2019,ballen murcia martha cecilia,calificado,operador de capacitación,7/1/2022,quito,pichincha
139,2114,3,31-12-2018,31,12,2018,valdez macias luis alfredo,calificado,operador de capacitación,10/3/2022,guayaquil,guayas
140,2114,7,31-12-2022,31,12,2022,valdez macias luis alfredo,calificado,operador de capacitación,10/3/2022,guayaquil,guayas
205,564,3,31-12-2018,31,12,2018,corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia,calificado,operador de capacitación,15-11-2022,cuenca,azuay
207,564,7,31-12-2022,31,12,2022,corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia,calificado,operador de capacitación,15-11-2022,cuenca,azuay
206,564,4,31-12-2019,31,12,2019,corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia,calificado,operador de capacitación,15-11-2022,cuenca,azuay
320,564,2143,28-02-2023,28,2,2023,corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia,calificado,operador de capacitación,15-11-2022,cuenca,azuay
222,673,3,31-12-2018,31,12,2018,ediciones legales edle s.a.,calificado,operador de capacitación,10/3/2022,quito,pichincha
223,673,7,31-12-2022,31,12,2022,ediciones legales edle s.a.,calificado,operador de capacitación,10/3/2022,quito,pichincha
326,673,2142,31-01-2023,31,1,2023,ediciones legales edle s.a.,calificado,operador de capacitación,10/3/2022,quito,pichincha
230,731,3,31-12-2018,31,12,2018,escuela de eventos con carla eventoscarla cia.ltda.,calificado,operador de capacitación,1/10/2018,quito,pichincha
231,731,4,31-12-2019,31,12,2019,escuela de eventos con carla eventoscarla cia.ltda.,calificado,operador de capacitación,1/10/2018,quito,pichincha
329,731,2142,31-01-2023,31,1,2023,escuela de eventos con carla eventoscarla cia.ltda.,calificado,operador de capacitación,1/10/2018,quito,pichincha
238,773,3,31-12-2018,31,12,2018,fad prevention cia. ltda.,calificado,operador de capacitación,16-02-2022,latacunga,cotopaxi
239,773,7,31-12-2022,31,12,2022,fad prevention cia. ltda.,calificado,operador de capacitación,16-02-2022,latacunga,cotopaxi
330,773,2142,31-01-2023,31,1,2023,fad prevention cia. ltda.,calificado,operador de capacitación,16-02-2022,latacunga,cotopaxi
244,816,3,31-12-2018,31,12,2018,formacion de capacitacion empresarial fecaee s.a,calificado,operador de capacitación,21-04-2022,santo domingo,santo domingo de los tsachilas
245,816,7,31-12-2022,31,12,2022,formacion de capacitacion empresarial fecaee s.a,calificado,operador de capacitación,21-04-2022,santo domingo,santo domingo de los tsachilas
4,1038,7,31-12-2022,31,12,2022,imporvalor s.a.,calificado,operador de capacitación,26-04-2022,guayaquil,guayas
6,1058,7,31-12-2022,31,12,2022,instituto de capacitacion tecnico profesional atlanticoquito c.l.,calificado,operador de capacitación,4/5/2022,pillaro,sin provincia
8,1063,7,31-12-2022,31,12,2022,instituto de formacion academica proezas insformac s.a.,calificado,operador de capacitación,29-04-2022,guayaquil,guayas
7,1063,4,31-12-2019,31,12,2019,instituto de formacion academica proezas insformac s.a.,calificado,operador de capacitación,29-04-2022,guayaquil,guayas
352,1063,2143,28-02-2023,28,2,2023,instituto de formacion academica proezas insformac s.a.,calificado,operador de capacitación,29-04-2022,guayaquil,guayas
9,1067,7,31-12-2022,31,12,2022,instituto superior de tecnologias apropiadas - insta,calificado,operador de capacitación,8/8/2022,quito,pichincha
10,1119,7,31-12-2022,31,12,2022,instituto superior tecnológico cotopaxi,calificado,operador de capacitación,4/10/2022,latacunga,cotopaxi
13,1157,7,31-12-2022,31,12,2022,instituto superior tecnológico luis rogerio gonzález,calificado,operador de capacitación,27-06-2022,azogues,cañar
19,1209,7,31-12-2022,31,12,2022,instituto tecnologico superior cenestur,calificado,operador de capacitación,23-06-2022,quito,pichincha
24,1237,7,31-12-2022,31,12,2022,isoserv consultores y servicios cia ltda,calificado,operador de capacitación,28-01-2022,quito,pichincha
25,1241,7,31-12-2022,31,12,2022,jacho villafuerte daniel moises,calificado,operador de capacitación,8/4/2022,latacunga,cotopaxi
28,1248,7,31-12-2022,31,12,2022,jah corporacion afec cia.ltda.,calificado,operador de capacitación,28-01-2022,quito,pichincha
30,1264,7,31-12-2022,31,12,2022,jativa diaz karina del rocio,calificado,operador de capacitación,12/9/2022,quito,pichincha
29,1264,4,31-12-2019,31,12,2019,jativa diaz karina del rocio,calificado,operador de capacitación,12/9/2022,quito,pichincha
31,1271,7,31-12-2022,31,12,2022,jimenez mendoza dolores monica,calificado,operador de capacitación,30-09-2022,portoviejo,manabi
41,1307,7,31-12-2022,31,12,2022,legal coach legal-coach-c&a cia.ltda.,calificado,operador de capacitación,26-04-2022,latacunga,cotopaxi
44,1335,7,31-12-2022,31,12,2022,lincango simbaña silvia patricia,calificado,operador de capacitación,31-03-2022,quito,pichincha
46,1356,7,31-12-2022,31,12,2022,lopez mendoza diana lorena,calificado,operador de capacitación,24-01-2022,manta,manabi
45,1356,4,31-12-2019,31,12,2019,lopez mendoza diana lorena,calificado,operador de capacitación,24-01-2022,manta,manabi
53,1396,7,31-12-2022,31,12,2022,marcillo gomez carlos augusto,calificado,operador de capacitación,27-06-2022,quito,pichincha
58,1414,7,31-12-2022,31,12,2022,mauricio arroyo consultores y asociados cia. ltda.,calificado,operador de capacitación,18-03-2022,quito,pichincha
61,1440,7,31-12-2022,31,12,2022,merino gomez adriana karina,calificado,operador de capacitación,6/4/2022,rumiñahui,pichincha
75,1563,7,31-12-2022,31,12,2022,narvaez velasquez pablo alejandro,calificado,operador de capacitación,15-03-2022,daule,guayas
76,1564,7,31-12-2022,31,12,2022,naula guzman daniel fernando,calificado,operador de capacitación,9/3/2022,quito,pichincha
77,157,7,31-12-2022,31,12,2022,audetic-ec cia.ltda.,calificado,operador de capacitación,28-09-2022,quito,pichincha
91,161,7,31-12-2022,31,12,2022,automovil club del ecuador aneta,calificado,operador de capacitación,15-02-2022,quito,pichincha
93,1615,7,31-12-2022,31,12,2022,ortiz caizapanta marco vinicio,calificado,operador de capacitación,28-06-2022,shushufindi,sucumbios
94,162,7,31-12-2022,31,12,2022,autotrain sa,calificado,operador de capacitación,27-06-2022,quito,pichincha
95,1624,7,31-12-2022,31,12,2022,oyaque mora julio mauricio,calificado,operador de capacitación,8/7/2022,ambato,tungurahua
97,1644,7,31-12-2022,31,12,2022,panchana san lucas yulafin elizabeth,calificado,operador de capacitación,29-04-2022,guayaquil,guayas
101,1730,7,31-12-2022,31,12,2022,proaño triviño marcelo alejandro,calificado,operador de capacitación,26-01-2022,rumiñahui,pichincha
102,1747,7,31-12-2022,31,12,2022,qhse gestion integral cia. ltda.,calificado,operador de capacitación,3/5/2022,quito,pichincha
114,1889,7,31-12-2022,31,12,2022,saltos pazuña alonso vicente,calificado,operador de capacitación,3/1/2022,la libertad,santa elena
117,1930,7,31-12-2022,31,12,2022,schatz & wissen wichatz cia ltda,calificado,operador de capacitación,23-06-2022,guayaquil,guayas
119,1934,7,31-12-2022,31,12,2022,seguridad industrial salud ocupacional seinsao cia ltda,calificado,operador de capacitación,25-01-2022,quito,pichincha
122,1941,7,31-12-2022,31,12,2022,servicio integrado de seguridad ecu 911,calificado,operador de capacitación,25-02-2022,quito,pichincha
125,1968,7,31-12-2022,31,12,2022,smart ceim institute ceiminstitute s.a.,calificado,operador de capacitación,26-07-2022,chone,manabi
126,1970,7,31-12-2022,31,12,2022,smith olu,calificado,operador de capacitación,29-08-2022,quito,pichincha
127,1971,7,31-12-2022,31,12,2022,sociedad civil anonima cambria international languaje academy efl s.c.,calificado,operador de capacitación,16-03-2022,tulcan,sin provincia
131,1992,7,31-12-2022,31,12,2022,stanford,calificado,operador de capacitación,7/3/2022,quito,pichincha
132,1998,7,31-12-2022,31,12,2022,suntasig segovia yajaira karina,calificado,operador de capacitación,24-03-2022,quito,pichincha
133,2002,7,31-12-2022,31,12,2022,suquisupa espinoza lucio humberto,calificado,operador de capacitación,6/1/2022,cuenca,azuay
135,2039,7,31-12-2022,31,12,2022,tobar jacome mayra catalina,calificado,operador de capacitación,21-04-2022,ambato,tungurahua
138,2094,7,31-12-2022,31,12,2022,universidad tecnica de machala,calificado,operador de capacitación,21-04-2022,machala,el oro
144,2165,7,31-12-2022,31,12,2022,vergara hidalgo karina veronica,calificado,operador de capacitación,10/3/2022,quito,pichincha
149,2199,7,31-12-2022,31,12,2022,vinueza tapia katherine stefany,calificado,operador de capacitación,23-06-2022,quito,pichincha
160,247,7,31-12-2022,31,12,2022,bravo intriago annabell cristina,calificado,operador de capacitación,9/5/2022,quito,pichincha
162,262,7,31-12-2022,31,12,2022,business intelligent iwalton cia. ltda.,calificado,operador de capacitación,18-03-2022,quito,pichincha
173,344,7,31-12-2022,31,12,2022,capaglobs.a.,calificado,operador de capacitación,28-09-2022,quito,pichincha
174,345,7,31-12-2022,31,12,2022,capaseg cia. ltda.,calificado,operador de capacitación,15-11-2022,quito,pichincha
176,356,7,31-12-2022,31,12,2022,cardenas paz juan sebastian,calificado,operador de capacitación,18-04-2022,manta,manabi
180,38,7,31-12-2022,31,12,2022,aguilera mora sandra magaly,calificado,operador de capacitación,15-08-2022,santo domingo,santo domingo de los tsachilas
184,405,7,31-12-2022,31,12,2022,cecim,calificado,operador de capacitación,11/2/2022,quito,pichincha
190,445,7,31-12-2022,31,12,2022,centro ecuatoriano norteamericano de guayaquil,calificado,operador de capacitación,27-09-2022,guayaquil,guayas
194,464,7,31-12-2022,31,12,2022,chachapoya cachiguango freddy bayardo,calificado,operador de capacitación,10/3/2022,ibarra,imbabura
196,491,7,31-12-2022,31,12,2022,chuquicondor pilamunga carmen yolanda (sherydan international group),calificado,operador de capacitación,22-02-2022,santo domingo,santo domingo de los tsachilas
198,507,7,31-12-2022,31,12,2022,colegio de contadores publicos de pichincha y del ecuador,calificado,operador de capacitación,8/7/2022,quito,pichincha
199,518,7,31-12-2022,31,12,2022,compañia de enseñanza martillo saa s.a. martisaa,calificado,operador de capacitación,8/7/2022,guayaquil,guayas
200,537,7,31-12-2022,31,12,2022,consultorabip s.a.,calificado,operador de capacitación,15-11-2022,quito,pichincha
202,539,7,31-12-2022,31,12,2022,consultoria y capacitacion - ingelpro cia ltda,calificado,operador de capacitación,10/5/2022,quito,pichincha
204,558,7,31-12-2022,31,12,2022,corporacion de fomento para la pequeña y mediana empresa corfopym,calificado,operador de capacitación,7/7/2022,ambato,tungurahua
210,589,7,31-12-2022,31,12,2022,cruz guevara maria fernanda,calificado,operador de capacitación,11/8/2022,quito,pichincha
211,608,7,31-12-2022,31,12,2022,culqui tipan javier fernando,calificado,operador de capacitación,1/2/2022,latacunga,cotopaxi
212,613,7,31-12-2022,31,12,2022,cvimsa ecuador c-vimsaecuador s.a.,calificado,operador de capacitación,28-01-2022,quito,pichincha
213,623,7,31-12-2022,31,12,2022,davila sandoval dario eduardo,calificado,operador de capacitación,23-08-2022,quito,pichincha
215,644,7,31-12-2022,31,12,2022,diaz cuty wilmer giovanny,calificado,operador de capacitación,8/8/2022,quito,pichincha
216,653,7,31-12-2022,31,12,2022,dos santos alice,calificado,operador de capacitación,29-04-2022,guayaquil,guayas
218,660,7,31-12-2022,31,12,2022,duran goyes cristina estefania,calificado,operador de capacitación,23-06-2022,ambato,tungurahua
225,679,7,31-12-2022,31,12,2022,edukre centro de capacitación y soluciones elearning cia ltda,calificado,operador de capacitación,28-01-2022,quito,pichincha
224,679,4,31-12-2019,31,12,2019,edukre centro de capacitación y soluciones elearning cia ltda,calificado,operador de capacitación,28-01-2022,quito,pichincha
229,721,7,31-12-2022,31,12,2022,escobar machasilla denis paola,calificado,operador de capacitación,29-03-2022,latacunga,cotopaxi
232,734,7,31-12-2022,31,12,2022,escuela interdiciplinaria para la innovacion y perfeccionamiento esinnper c.a.,calificado,operador de capacitación,28-01-2022,quito,pichincha
234,740,7,31-12-2022,31,12,2022,escuela tecnica de conduccion balseca aguas del ecuador cia. ltda.,calificado,operador de capacitación,31-03-2022,quito,pichincha
237,770,7,31-12-2022,31,12,2022,factor integral social ecuatoriano fialser s.a.,calificado,operador de capacitación,6/5/2022,quito,pichincha
241,795,7,31-12-2022,31,12,2022,fine english cia ltda,calificado,operador de capacitación,7/3/2022,loja,loja
243,813,7,31-12-2022,31,12,2022,fondo ecuatoriano populorum progressio,calificado,operador de capacitación,24-02-2022,quito,pichincha
246,820,7,31-12-2022,31,12,2022,formar centro de capacitacion profesional cia. ltda.,calificado,operador de capacitación,14-02-2022,loja,loja
251,842,7,31-12-2022,31,12,2022,fundacion corfore corporacion ecuatoriana formacion estudiantil,calificado,operador de capacitación,26-04-2022,quito,pichincha
252,843,7,31-12-2022,31,12,2022,fundacion corporacion para el fortalecimiento social y empresarial corfose,calificado,operador de capacitación,9/8/2022,quito,pichincha
254,846,7,31-12-2022,31,12,2022,fundacion de ayuda a la educacion,calificado,operador de capacitación,5/1/2022,guayaquil,guayas
267,903,7,31-12-2022,31,12,2022,gasterdocens sa,calificado,operador de capacitación,4/10/2022,quito,pichincha
272,928,7,31-12-2022,31,12,2022,gonzalez giraldo blanca niria,calificado,operador de capacitación,18-03-2022,quito,pichincha
275,947,7,31-12-2022,31,12,2022,green work consultores,calificado,operador de capacitación,28-06-2022,cuenca,azuay
277,968,7,31-12-2022,31,12,2022,guayasamin polanco nyra virna,calificado,operador de capacitación,1/9/2022,quito,pichincha
281,990,7,31-12-2022,31,12,2022,guzman amoroso gil douglas,calificado,operador de capacitación,26-04-2022,pastaza,pastaza
12,1153,4,31-12-2019,31,12,2019,instituto superior tecnológico luis arboleda martínez - manta,calificado,operador de capacitación,7/11/2019,manta,manabi
23,1217,4,31-12-2019,31,12,2019,instituto tecnologico superior japon,calificado,operador de capacitación,31-01-2022,quito,pichincha
357,1217,2143,28-02-2023,28,2,2023,instituto tecnologico superior japon,calificado,operador de capacitación,31-01-2022,quito,pichincha
67,149,4,31-12-2019,31,12,2019,asociacion red de talento humano del ecuador redthumanoec s.a.,calificado,operador de capacitación,18-03-2019,guayaquil,guayas
295,149,2142,31-01-2023,31,1,2023,asociacion red de talento humano del ecuador redthumanoec s.a.,calificado,operador de capacitación,18-03-2019,guayaquil,guayas
83,1584,4,31-12-2019,31,12,2019,nsf ecuador s.a.,calificado,operador de capacitación,21-03-2021,samborondon,sin provincia
137,2088,4,31-12-2019,31,12,2019,universidad particular de especialidades espiritu santo,calificado,operador de capacitación,15-11-2021,samborondon,sin provincia
165,28,4,31-12-2019,31,12,2019,"administrativa, ambiental, financiera, legal guadamud&giler consultconfianza s.a.",calificado,operador de capacitación,20-02-2019,portoviejo,manabi
261,869,4,31-12-2019,31,12,2019,"fundacion voluntar centro de familia, voluntariado y cultura deportiva",calificado,operador de capacitación,23-01-2019,quito,pichincha
343,869,2142,31-01-2023,31,1,2023,"fundacion voluntar centro de familia, voluntariado y cultura deportiva",calificado,operador de capacitación,23-01-2019,quito,pichincha
282,998,4,31-12-2019,31,12,2019,haro guanga pola irlanda,calificado,operador de capacitación,15-12-2021,quito,pichincha
74,1559,5,31-12-2020,31,12,2020,narvaez benitez abrahan mauricio,calificado,operador de capacitación,10/2/2020,quito,pichincha
104,1835,5,31-12-2020,31,12,2020,rojas robalino paulina jamilett,calificado,operador de capacitación,5/6/2020,manta,manabi
381,1835,2143,28-02-2023,28,2,2023,rojas robalino paulina jamilett,calificado,operador de capacitación,5/6/2020,manta,manabi
118,1932,5,31-12-2020,31,12,2020,seguridad industrial pompier chano seinpomep cia. ltda.,calificado,operador de capacitación,29-05-2020,quito,pichincha
385,1932,2143,28-02-2023,28,2,2023,seguridad industrial pompier chano seinpomep cia. ltda.,calificado,operador de capacitación,29-05-2020,quito,pichincha
172,342,5,31-12-2020,31,12,2020,capacitalibertad s.a.,calificado,operador de capacitación,27-04-2020,quito,pichincha
177,36,5,31-12-2020,31,12,2020,aguilar benavides juan miguel,calificado,operador de capacitación,9/3/2020,quito,pichincha
286,36,2142,31-01-2023,31,1,2023,aguilar benavides juan miguel,calificado,operador de capacitación,9/3/2020,quito,pichincha
287,36,2143,28-02-2023,28,2,2023,aguilar benavides juan miguel,calificado,operador de capacitación,9/3/2020,quito,pichincha
195,472,5,31-12-2020,31,12,2020,chamorro chamorro wilfrido orlando,calificado,operador de capacitación,28-12-2020,otavalo,imbabura
240,793,5,31-12-2020,31,12,2020,fierro cueva johanna del carmen,calificado,operador de capacitación,17-08-2020,loja,loja
331,793,2142,31-01-2023,31,1,2023,fierro cueva johanna del carmen,calificado,operador de capacitación,17-08-2020,loja,loja
332,793,2143,28-02-2023,28,2,2023,fierro cueva johanna del carmen,calificado,operador de capacitación,17-08-2020,loja,loja
242,8,5,31-12-2020,31,12,2020,academia aeronautica yireh flyting yirehfly cia. ltda.,calificado,operador de capacitación,4/5/2020,cuenca,azuay
284,8,2142,31-01-2023,31,1,2023,academia aeronautica yireh flyting yirehfly cia. ltda.,calificado,operador de capacitación,4/5/2020,cuenca,azuay
