id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo
2325,curso,administración y legislación,gestión del talento humano,administración de recursos humanos por competencias,presencial,16,110.01396825396819
2326,curso,administración y legislación,gestión del talento humano,administración de recursos humanos por competencias,presencial,16,1187.52
2327,curso,administración y legislación,gestión del talento humano,coaching,presencial,16,110.01396825396819
2328,curso,administración y legislación,gestión del talento humano,coaching,presencial,16,1187.52
2329,curso,administración y legislación,gestión del talento humano,comunicación efectiva,presencial,16,110.01396825396819
2330,curso,administración y legislación,gestión del talento humano,comunicación efectiva,presencial,16,1187.52
2331,curso,administración y legislación,gestión del talento humano,liderazgo,presencial,16,110.01396825396819
2332,curso,administración y legislación,gestión del talento humano,liderazgo,presencial,16,1187.52
2333,curso,administración y legislación,gestión del talento humano,relaciones públicas,presencial,16,110.01396825396819
2334,curso,administración y legislación,gestión del talento humano,relaciones públicas,presencial,16,1187.52
2335,curso,administración y legislación,gestión del talento humano,sensabilización al cambio e identificación empresarial,presencial,16,110.01396825396819
2336,curso,administración y legislación,gestión del talento humano,sensabilización al cambio e identificación empresarial,presencial,16,1187.52
2337,curso,administración y legislación,gestión del talento humano,trabajo en equipo,presencial,16,110.01396825396819
2338,curso,administración y legislación,gestión del talento humano,trabajo en equipo,presencial,16,1187.52
2339,curso,administración y legislación,gestión del talento humano,out doors training,presencial,16,110.01396825396819
2340,curso,administración y legislación,gestión del talento humano,out doors training,presencial,16,1187.52
2341,curso,administración y legislación,gestión del talento humano,coaching para gerentes,presencial,16,110.01396825396819
2342,curso,administración y legislación,gestión del talento humano,coaching para gerentes,presencial,16,1187.52
2343,curso,administración y legislación,administración contable y de costos,cierre fiscal,presencial,16,110.01396825396819
2344,curso,administración y legislación,administración contable y de costos,cierre fiscal,presencial,16,1187.52
2345,curso,administración y legislación,administración contable y de costos,programación y formulación presupuestaria,presencial,16,110.01396825396819
2346,curso,administración y legislación,administración contable y de costos,programación y formulación presupuestaria,presencial,16,1187.52
2347,curso,administración y legislación,atención y servicios de oficina,redacción - ortografía y archivo,presencial,16,110.01396825396819
2348,curso,administración y legislación,atención y servicios de oficina,redacción - ortografía y archivo,presencial,16,1187.52
2349,curso,administración y legislación,atención y servicios de oficina,actualización secretarial,presencial,16,110.01396825396819
2350,curso,administración y legislación,atención y servicios de oficina,actualización secretarial,presencial,16,1187.52
2351,curso,administración y legislación,atención y servicios de oficina,congreso de secretarias,presencial,16,110.01396825396819
2352,curso,administración y legislación,atención y servicios de oficina,congreso de secretarias,presencial,16,1187.52
2353,curso,administración y legislación,atención y servicios de oficina,servicio al cliente,presencial,16,110.01396825396819
2354,curso,administración y legislación,atención y servicios de oficina,servicio al cliente,presencial,16,1187.52
2355,curso,administración y legislación,atención y servicios de oficina,nociones básicas de tripulantes de cabina de pasajeros,presencial,16,110.01396825396819
2356,curso,administración y legislación,atención y servicios de oficina,nociones básicas de tripulantes de cabina de pasajeros,presencial,16,1187.52
2357,curso,administración y legislación,atención y servicios de oficina,imagen etiqueta y protocolo empresarial,presencial,16,110.01396825396819
2358,curso,administración y legislación,atención y servicios de oficina,imagen etiqueta y protocolo empresarial,presencial,16,1187.52
2359,curso,administración y legislación,legislación,contratación pública,presencial,16,110.01396825396819
2360,curso,administración y legislación,legislación,contratación pública,presencial,16,1187.52
2361,curso,administración y legislación,legislación,gestión legal y operativa de las cobranzas,presencial,16,110.01396825396819
2362,curso,administración y legislación,legislación,gestión legal y operativa de las cobranzas,presencial,16,1187.52
2363,curso,administración y legislación,legislación,taller de negociación y cobranzas,presencial,16,110.01396825396819
2364,curso,administración y legislación,legislación,taller de negociación y cobranzas,presencial,16,1187.52
2365,curso,administración y legislación,gestión de la calidad,administración por procesos,presencial,16,110.01396825396819
2366,curso,administración y legislación,gestión de la calidad,administración por procesos,presencial,16,1187.52
2367,curso,administración y legislación,gestión de la calidad,gestión de calidad,presencial,16,110.01396825396819
2368,curso,administración y legislación,gestión de la calidad,gestión de calidad,presencial,16,1187.52
2369,curso,administración y legislación,gestión de la calidad,indicadores de gestión,presencial,16,110.01396825396819
2370,curso,administración y legislación,gestión de la calidad,indicadores de gestión,presencial,16,1187.52
2371,curso,administración y legislación,gestión de la calidad,mejoramiento continuo,presencial,16,110.01396825396819
2372,curso,administración y legislación,gestión de la calidad,mejoramiento continuo,presencial,16,1187.52
2373,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,formación de meseros,presencial,16,528.8
2374,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,formación de meseros,presencial,16,760.96
2375,curso,alimentación gastronomía y turismo,turismo,información-organización y coordinación de eventos,presencial,16,528.8
2376,curso,alimentación gastronomía y turismo,turismo,información-organización y coordinación de eventos,presencial,16,760.96
2377,curso,finanzas comercio y ventas,marketing y ventas,cierres de ventas,presencial,16,528.8
2378,curso,finanzas comercio y ventas,marketing y ventas,cierres de ventas,presencial,16,760.96
2379,curso,finanzas comercio y ventas,marketing y ventas,escuela de ventas,presencial,16,528.8
2380,curso,finanzas comercio y ventas,marketing y ventas,escuela de ventas,presencial,16,760.96
2381,curso,finanzas comercio y ventas,marketing y ventas,fidelización de clientes,presencial,16,528.8
2382,curso,finanzas comercio y ventas,marketing y ventas,fidelización de clientes,presencial,16,760.96
2383,curso,finanzas comercio y ventas,marketing y ventas,gestión comercial efectiva,presencial,16,528.8
2384,curso,finanzas comercio y ventas,marketing y ventas,gestión comercial efectiva,presencial,16,760.96
2385,curso,finanzas comercio y ventas,marketing y ventas,neuroventas,presencial,16,528.8
2386,curso,finanzas comercio y ventas,marketing y ventas,neuroventas,presencial,16,760.96
2387,curso,finanzas comercio y ventas,crédito y cobranzas,crédito y cobranzas,presencial,16,528.8
2388,curso,finanzas comercio y ventas,crédito y cobranzas,crédito y cobranzas,presencial,16,760.96
2389,curso,finanzas comercio y ventas,detección de circulante y documentos falsos,prevención de lavado de activos,presencial,16,528.8
2390,curso,finanzas comercio y ventas,detección de circulante y documentos falsos,prevención de lavado de activos,presencial,16,110.01396825396819
2391,curso,finanzas comercio y ventas,detección de circulante y documentos falsos,elaboración y registro del sistema de prevención del lavado de activos,presencial,16,528.8
2392,curso,finanzas comercio y ventas,detección de circulante y documentos falsos,elaboración y registro del sistema de prevención del lavado de activos,presencial,16,760.96
2393,curso,finanzas comercio y ventas,detección de circulante y documentos falsos,actualización para oficiales de cumplimiento,presencial,16,528.8
2394,curso,finanzas comercio y ventas,detección de circulante y documentos falsos,actualización para oficiales de cumplimiento,presencial,16,760.96
2395,curso,finanzas comercio y ventas,negocios y comercio electrónico,imagen corporativa y manejo de redes sociales,presencial,16,528.8
2396,curso,finanzas comercio y ventas,negocios y comercio electrónico,imagen corporativa y manejo de redes sociales,presencial,16,760.96
2397,curso,finanzas comercio y ventas,negocios y comercio electrónico,marketing digital,presencial,16,528.8
2398,curso,finanzas comercio y ventas,negocios y comercio electrónico,marketing digital,presencial,16,760.96
2399,curso,finanzas comercio y ventas,negocios y comercio electrónico,manejo de páginas web,presencial,16,528.8
2400,curso,finanzas comercio y ventas,negocios y comercio electrónico,manejo de páginas web,presencial,16,760.96
2401,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de administradores de la capacitación,presencial,16,110.01396825396819
2402,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de administradores de la capacitación,presencial,16,249.92
2403,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores para las empresas,presencial,16,110.01396825396819
